weekendingdate,location,pct_hosp,date,MMWRYR,MMWRWK
2020-12-19T00:00:00.000,04,0.8586,2020-12-19,2020,51
2023-09-30T00:00:00.000,04,0.899,2023-09-30,2023,39
2024-04-20T00:00:00.000,04,0.8586,2024-04-20,2024,16
2025-06-21T00:00:00.000,04,0.9091,2025-06-21,2025,25
2022-01-29T00:00:00.000,11,0.8182,2022-01-29,2022,4
2024-09-14T00:00:00.000,11,0.6364,2024-09-14,2024,37
2020-12-19T00:00:00.000,22,0.9012,2020-12-19,2020,51
2023-12-23T00:00:00.000,22,0.9321,2023-12-23,2023,51
2023-02-18T00:00:00.000,27,0.9699,2023-02-18,2023,7
2023-11-11T00:00:00.000,27,0.9699,2023-11-11,2023,45
2024-04-20T00:00:00.000,27,0.9699,2024-04-20,2024,16
2021-05-15T00:00:00.000,34,0.9647,2021-05-15,2021,19
2022-04-09T00:00:00.000,34,0.9647,2022-04-09,2022,14
2024-06-22T00:00:00.000,41,0.4194,2024-06-22,2024,25
2024-08-31T00:00:00.000,41,0.3871,2024-08-31,2024,35
2021-06-26T00:00:00.000,44,0.9167,2021-06-26,2021,25
2023-06-03T00:00:00.000,44,1.0,2023-06-03,2023,22
2021-08-07T00:00:00.000,45,0.9067,2021-08-07,2021,31
2022-08-13T00:00:00.000,51,0.8812,2022-08-13,2022,32
2025-05-10T00:00:00.000,51,0.9109,2025-05-10,2025,19
2020-08-15T00:00:00.000,04,0.0,2020-08-15,2020,33
2023-02-25T00:00:00.000,27,0.9699,2023-02-25,2023,8
2021-08-21T00:00:00.000,41,0.9194,2021-08-21,2021,33
2022-12-03T00:00:00.000,41,0.9677,2022-12-03,2022,48
2024-02-17T00:00:00.000,44,1.0,2024-02-17,2024,7
2021-07-17T00:00:00.000,51,0.8713,2021-07-17,2021,28
2022-05-07T00:00:00.000,51,0.8812,2022-05-07,2022,18
2022-05-28T00:00:00.000,51,0.8812,2022-05-28,2022,21
2022-10-22T00:00:00.000,51,0.8713,2022-10-22,2022,42
2025-01-18T00:00:00.000,51,0.9802,2025-01-18,2025,3
2024-04-13T00:00:00.000,11,0.8182,2024-04-13,2024,15
2025-09-20T00:00:00.000,11,0.5455,2025-09-20,2025,38
2020-09-19T00:00:00.000,22,0.0,2020-09-19,2020,38
2021-12-04T00:00:00.000,22,0.9012,2021-12-04,2021,48
2023-09-16T00:00:00.000,22,0.9321,2023-09-16,2023,37
2022-09-24T00:00:00.000,27,0.9624,2022-09-24,2022,38
2025-06-21T00:00:00.000,27,0.9549,2025-06-21,2025,25
2021-07-10T00:00:00.000,34,0.7765,2021-07-10,2021,27
2022-07-23T00:00:00.000,41,0.9677,2022-07-23,2022,29
2021-07-17T00:00:00.000,44,0.8333,2021-07-17,2021,28
2024-05-04T00:00:00.000,44,1.0,2024-05-04,2024,18
2025-06-21T00:00:00.000,44,0.8333,2025-06-21,2025,25
2025-06-28T00:00:00.000,44,0.8333,2025-06-28,2025,26
2021-12-11T00:00:00.000,51,0.8317,2021-12-11,2021,49
2024-02-10T00:00:00.000,51,0.9208,2024-02-10,2024,6
2024-06-01T00:00:00.000,51,0.3465,2024-06-01,2024,22
2021-01-16T00:00:00.000,04,0.8586,2021-01-16,2021,2
2025-01-04T00:00:00.000,04,0.9192,2025-01-04,2025,1
2025-07-19T00:00:00.000,04,0.9091,2025-07-19,2025,29
2024-01-13T00:00:00.000,27,0.9699,2024-01-13,2024,2
2023-07-15T00:00:00.000,34,0.9882,2023-07-15,2023,28
2025-02-08T00:00:00.000,34,0.9882,2025-02-08,2025,6
2021-03-27T00:00:00.000,41,0.9677,2021-03-27,2021,12
2022-11-19T00:00:00.000,44,0.9167,2022-11-19,2022,46
2022-12-10T00:00:00.000,44,0.9167,2022-12-10,2022,49
2023-04-22T00:00:00.000,44,1.0,2023-04-22,2023,16
2023-06-24T00:00:00.000,44,1.0,2023-06-24,2023,25
2022-09-24T00:00:00.000,45,0.9067,2022-09-24,2022,38
2025-07-19T00:00:00.000,45,0.9467,2025-07-19,2025,29
2021-06-26T00:00:00.000,51,0.8713,2021-06-26,2021,25
2023-05-13T00:00:00.000,51,0.9109,2023-05-13,2023,19
2025-07-26T00:00:00.000,51,0.9208,2025-07-26,2025,30
2022-10-22T00:00:00.000,04,0.8182,2022-10-22,2022,42
2023-10-21T00:00:00.000,04,0.8788,2023-10-21,2023,42
2025-06-21T00:00:00.000,11,0.6364,2025-06-21,2025,25
2021-10-30T00:00:00.000,22,0.8951,2021-10-30,2021,43
2022-11-12T00:00:00.000,22,0.9198,2022-11-12,2022,45
2024-06-22T00:00:00.000,22,0.4136,2024-06-22,2024,25
2024-07-13T00:00:00.000,22,0.4259,2024-07-13,2024,28
2021-05-22T00:00:00.000,27,0.9699,2021-05-22,2021,20
2021-11-13T00:00:00.000,27,0.9549,2021-11-13,2021,45
2022-10-08T00:00:00.000,34,0.9647,2022-10-08,2022,40
2022-12-31T00:00:00.000,41,0.9839,2022-12-31,2022,52
2023-12-30T00:00:00.000,41,0.9839,2023-12-30,2023,52
2024-04-06T00:00:00.000,41,0.9677,2024-04-06,2024,14
2020-12-12T00:00:00.000,44,0.9167,2020-12-12,2020,50
2021-04-03T00:00:00.000,44,0.9167,2021-04-03,2021,13
2022-08-20T00:00:00.000,44,0.9167,2022-08-20,2022,33
2022-12-31T00:00:00.000,44,1.0,2022-12-31,2022,52
2022-02-12T00:00:00.000,45,0.9067,2022-02-12,2022,6
2023-11-25T00:00:00.000,45,0.9467,2023-11-25,2023,47
2021-11-20T00:00:00.000,51,0.8317,2021-11-20,2021,46
2023-04-01T00:00:00.000,04,0.899,2023-04-01,2023,13
2024-08-10T00:00:00.000,22,0.4136,2024-08-10,2024,32
2025-01-25T00:00:00.000,22,0.9506,2025-01-25,2025,4
2021-03-20T00:00:00.000,34,0.9647,2021-03-20,2021,11
2023-02-25T00:00:00.000,34,0.9765,2023-02-25,2023,8
2022-10-29T00:00:00.000,41,0.9677,2022-10-29,2022,43
2023-09-23T00:00:00.000,41,0.9839,2023-09-23,2023,38
2024-03-23T00:00:00.000,44,1.0,2024-03-23,2024,12
2024-09-28T00:00:00.000,45,0.2933,2024-09-28,2024,39
2025-07-12T00:00:00.000,45,0.9467,2025-07-12,2025,28
2022-01-15T00:00:00.000,51,0.8713,2022-01-15,2022,2
2020-08-22T00:00:00.000,06,0.0,2020-08-22,2020,34
2021-10-16T00:00:00.000,06,0.7286,2021-10-16,2021,41
2024-05-04T00:00:00.000,09,1.0,2024-05-04,2024,18
2023-08-12T00:00:00.000,16,0.9787,2023-08-12,2023,32
2020-11-07T00:00:00.000,21,0.9375,2020-11-07,2020,45
2021-01-02T00:00:00.000,21,0.9375,2021-01-02,2020,53
2021-02-13T00:00:00.000,21,0.9375,2021-02-13,2021,6
2023-06-03T00:00:00.000,26,0.9808,2023-06-03,2023,22
2021-06-19T00:00:00.000,31,0.949,2021-06-19,2021,24
2022-03-19T00:00:00.000,31,0.9388,2022-03-19,2022,11
2023-02-25T00:00:00.000,31,0.9694,2023-02-25,2023,8
2024-08-24T00:00:00.000,31,0.2041,2024-08-24,2024,34
2024-11-30T00:00:00.000,31,0.9694,2024-11-30,2024,48
2025-06-14T00:00:00.000,31,0.9286,2025-06-14,2025,24
2023-07-08T00:00:00.000,33,1.0,2023-07-08,2023,27
2024-06-29T00:00:00.000,33,0.2308,2024-06-29,2024,26
2022-09-24T00:00:00.000,55,0.9592,2022-09-24,2022,38
2022-12-31T00:00:00.000,55,0.9864,2022-12-31,2022,52
2024-08-10T00:00:00.000,55,0.6803,2024-08-10,2024,32
2024-10-12T00:00:00.000,55,0.0476,2024-10-12,2024,41
2021-11-13T00:00:00.000,56,0.8667,2021-11-13,2021,45
2021-06-05T00:00:00.000,06,0.9397,2021-06-05,2021,22
2022-10-22T00:00:00.000,06,0.9472,2022-10-22,2022,42
2021-04-17T00:00:00.000,09,0.9688,2021-04-17,2021,15
2024-11-16T00:00:00.000,09,1.0,2024-11-16,2024,46
2024-12-21T00:00:00.000,09,0.9375,2024-12-21,2024,51
2020-10-03T00:00:00.000,21,0.0,2020-10-03,2020,40
2022-09-17T00:00:00.000,26,0.9295,2022-09-17,2022,37
2024-05-04T00:00:00.000,26,0.9744,2024-05-04,2024,18
2021-04-17T00:00:00.000,31,0.949,2021-04-17,2021,15
2021-12-18T00:00:00.000,33,0.8846,2021-12-18,2021,50
2025-06-07T00:00:00.000,33,0.8846,2025-06-07,2025,23
2025-08-02T00:00:00.000,33,1.0,2025-08-02,2025,31
2023-11-11T00:00:00.000,32,0.9216,2023-11-11,2023,45
2020-12-05T00:00:00.000,55,0.7687,2020-12-05,2020,49
2022-01-29T00:00:00.000,55,0.9184,2022-01-29,2022,4
2024-12-14T00:00:00.000,55,0.9592,2024-12-14,2024,50
2025-04-05T00:00:00.000,55,0.9796,2025-04-05,2025,14
2022-09-24T00:00:00.000,06,0.9347,2022-09-24,2022,38
2024-04-27T00:00:00.000,06,0.9397,2024-04-27,2024,17
2023-12-16T00:00:00.000,09,1.0,2023-12-16,2023,50
2025-04-05T00:00:00.000,09,0.9688,2025-04-05,2025,14
2023-07-01T00:00:00.000,21,0.9554,2023-07-01,2023,26
2021-12-11T00:00:00.000,31,0.9388,2021-12-11,2021,49
2020-11-28T00:00:00.000,33,0.9615,2020-11-28,2020,48
2023-04-29T00:00:00.000,32,0.9216,2023-04-29,2023,17
2021-05-22T00:00:00.000,56,0.8333,2021-05-22,2021,20
2024-01-27T00:00:00.000,56,0.9,2024-01-27,2024,4
2024-07-06T00:00:00.000,56,0.7667,2024-07-06,2024,27
2022-01-15T00:00:00.000,16,0.9574,2022-01-15,2022,2
2024-03-16T00:00:00.000,21,0.9464,2024-03-16,2024,11
2023-02-18T00:00:00.000,26,0.9744,2023-02-18,2023,7
2021-05-01T00:00:00.000,32,0.8431,2021-05-01,2021,17
2024-12-07T00:00:00.000,55,0.9388,2024-12-07,2024,49
2020-12-05T00:00:00.000,09,0.9688,2020-12-05,2020,49
2021-04-03T00:00:00.000,16,0.9574,2021-04-03,2021,13
2022-04-16T00:00:00.000,16,0.9574,2022-04-16,2022,15
2024-09-28T00:00:00.000,16,0.4681,2024-09-28,2024,39
2020-10-17T00:00:00.000,21,0.0,2020-10-17,2020,42
2023-04-22T00:00:00.000,21,0.9464,2023-04-22,2023,16
2024-02-10T00:00:00.000,21,0.9464,2024-02-10,2024,6
2021-05-08T00:00:00.000,26,0.9423,2021-05-08,2021,18
2022-01-29T00:00:00.000,26,0.9359,2022-01-29,2022,4
2022-10-29T00:00:00.000,26,0.9295,2022-10-29,2022,43
2023-11-18T00:00:00.000,31,0.9694,2023-11-18,2023,46
2024-04-20T00:00:00.000,32,0.9216,2024-04-20,2024,16
2021-01-02T00:00:00.000,56,0.8667,2021-01-02,2020,53
2021-05-15T00:00:00.000,56,0.8333,2021-05-15,2021,19
2024-03-09T00:00:00.000,06,0.9573,2024-03-09,2024,10
2022-10-01T00:00:00.000,09,0.9688,2022-10-01,2022,39
2025-07-05T00:00:00.000,09,0.9688,2025-07-05,2025,27
2022-08-20T00:00:00.000,16,0.9574,2022-08-20,2022,33
2025-07-26T00:00:00.000,16,0.9574,2025-07-26,2025,30
2021-03-13T00:00:00.000,21,0.9375,2021-03-13,2021,10
2022-06-04T00:00:00.000,21,0.9286,2022-06-04,2022,22
2022-12-10T00:00:00.000,26,0.9295,2022-12-10,2022,49
2023-08-12T00:00:00.000,26,0.9551,2023-08-12,2023,32
2024-10-05T00:00:00.000,31,0.2041,2024-10-05,2024,40
2022-03-19T00:00:00.000,32,0.8431,2022-03-19,2022,11
2022-11-12T00:00:00.000,32,0.8627,2022-11-12,2022,45
2023-08-26T00:00:00.000,55,0.9796,2023-08-26,2023,34
2024-06-08T00:00:00.000,55,0.6531,2024-06-08,2024,23
2025-03-08T00:00:00.000,55,0.9932,2025-03-08,2025,10
2020-10-10T00:00:00.000,06,0.0,2020-10-10,2020,41
2022-09-10T00:00:00.000,06,0.9296,2022-09-10,2022,36
2024-03-16T00:00:00.000,06,0.9573,2024-03-16,2024,11
2023-11-04T00:00:00.000,09,1.0,2023-11-04,2023,44
2024-03-23T00:00:00.000,09,1.0,2024-03-23,2024,12
2023-07-15T00:00:00.000,16,1.0,2023-07-15,2023,28
2025-06-21T00:00:00.000,16,0.9362,2025-06-21,2025,25
2025-03-29T00:00:00.000,21,0.9464,2025-03-29,2025,13
2022-07-30T00:00:00.000,26,0.9295,2022-07-30,2022,30
2022-03-05T00:00:00.000,33,0.9615,2022-03-05,2022,9
2023-04-08T00:00:00.000,33,1.0,2023-04-08,2023,14
2022-05-07T00:00:00.000,06,0.9347,2022-05-07,2022,18
2023-02-11T00:00:00.000,06,0.9724,2023-02-11,2023,6
2023-09-09T00:00:00.000,09,1.0,2023-09-09,2023,36
2025-08-30T00:00:00.000,16,0.9574,2025-08-30,2025,35
2020-11-14T00:00:00.000,21,0.9375,2020-11-14,2020,46
2021-07-31T00:00:00.000,21,0.25,2021-07-31,2021,30
2024-01-27T00:00:00.000,21,0.9464,2024-01-27,2024,4
2025-06-21T00:00:00.000,21,0.8839,2025-06-21,2025,25
2022-05-28T00:00:00.000,31,0.9388,2022-05-28,2022,21
2021-01-23T00:00:00.000,33,0.9615,2021-01-23,2021,3
2021-07-17T00:00:00.000,33,0.8846,2021-07-17,2021,28
2025-01-04T00:00:00.000,33,1.0,2025-01-04,2025,1
2024-10-12T00:00:00.000,32,0.098,2024-10-12,2024,41
2025-04-05T00:00:00.000,32,0.8627,2025-04-05,2025,14
2025-09-20T00:00:00.000,32,0.7255,2025-09-20,2025,38
2022-12-31T00:00:00.000,56,0.9,2022-12-31,2022,52
2024-09-21T00:00:00.000,56,0.7,2024-09-21,2024,38
2022-04-23T00:00:00.000,09,0.9688,2022-04-23,2022,16
2022-06-11T00:00:00.000,09,0.9688,2022-06-11,2022,23
2025-03-01T00:00:00.000,09,1.0,2025-03-01,2025,9
2023-04-22T00:00:00.000,16,1.0,2023-04-22,2023,16
2025-04-05T00:00:00.000,16,0.9574,2025-04-05,2025,14
2020-12-26T00:00:00.000,21,0.9375,2020-12-26,2020,52
2021-08-14T00:00:00.000,21,0.2589,2021-08-14,2021,32
2022-06-04T00:00:00.000,26,0.9295,2022-06-04,2022,22
2023-04-22T00:00:00.000,26,0.9808,2023-04-22,2023,16
2024-06-29T00:00:00.000,31,0.2449,2024-06-29,2024,26
2024-05-11T00:00:00.000,33,0.3077,2024-05-11,2024,19
2025-01-04T00:00:00.000,32,0.902,2025-01-04,2025,1
2022-08-13T00:00:00.000,55,0.9524,2022-08-13,2022,32
2025-01-11T00:00:00.000,56,0.8,2025-01-11,2025,2
2021-07-24T00:00:00.000,06,0.8392,2021-07-24,2021,29
2023-05-06T00:00:00.000,06,0.9724,2023-05-06,2023,18
2023-11-25T00:00:00.000,06,0.9598,2023-11-25,2023,47
2023-09-16T00:00:00.000,09,1.0,2023-09-16,2023,37
2023-12-30T00:00:00.000,16,1.0,2023-12-30,2023,52
2022-09-03T00:00:00.000,26,0.9295,2022-09-03,2022,35
2022-12-03T00:00:00.000,26,0.9295,2022-12-03,2022,48
2022-10-22T00:00:00.000,31,0.9388,2022-10-22,2022,42
2024-11-23T00:00:00.000,31,0.9388,2024-11-23,2024,47
2022-12-03T00:00:00.000,33,1.0,2022-12-03,2022,48
2024-04-27T00:00:00.000,33,1.0,2024-04-27,2024,17
2020-10-31T00:00:00.000,32,0.8431,2020-10-31,2020,44
2022-04-23T00:00:00.000,32,0.8431,2022-04-23,2022,16
2024-02-10T00:00:00.000,55,0.9796,2024-02-10,2024,6
2021-09-18T00:00:00.000,56,0.8667,2021-09-18,2021,37
2024-01-13T00:00:00.000,56,0.8667,2024-01-13,2024,2
2025-08-23T00:00:00.000,06,0.9296,2025-08-23,2025,34
2025-04-12T00:00:00.000,09,0.9063,2025-04-12,2025,15
2020-10-24T00:00:00.000,16,0.766,2020-10-24,2020,43
2021-07-31T00:00:00.000,16,0.9574,2021-07-31,2021,30
2021-06-05T00:00:00.000,21,0.9375,2021-06-05,2021,22
2021-08-28T00:00:00.000,31,0.9388,2021-08-28,2021,34
2021-04-17T00:00:00.000,33,0.9615,2021-04-17,2021,15
2023-11-25T00:00:00.000,32,0.9216,2023-11-25,2023,47
2020-09-26T00:00:00.000,55,0.0,2020-09-26,2020,39
2021-05-08T00:00:00.000,56,0.8667,2021-05-08,2021,18
2021-08-21T00:00:00.000,56,0.8667,2021-08-21,2021,33
2022-08-20T00:00:00.000,06,0.9372,2022-08-20,2022,33
2023-03-11T00:00:00.000,06,0.9724,2023-03-11,2023,10
2021-10-09T00:00:00.000,09,0.9688,2021-10-09,2021,40
2024-12-14T00:00:00.000,09,1.0,2024-12-14,2024,50
2021-09-18T00:00:00.000,26,0.9359,2021-09-18,2021,37
2024-03-23T00:00:00.000,26,0.9744,2024-03-23,2024,12
2025-08-30T00:00:00.000,26,0.891,2025-08-30,2025,35
2020-12-12T00:00:00.000,31,0.949,2020-12-12,2020,50
2022-11-12T00:00:00.000,33,0.9615,2022-11-12,2022,45
2024-01-20T00:00:00.000,33,1.0,2024-01-20,2024,3
2021-09-18T00:00:00.000,32,0.8431,2021-09-18,2021,37
2023-06-03T00:00:00.000,32,0.9412,2023-06-03,2023,22
2024-09-07T00:00:00.000,55,0.6531,2024-09-07,2024,36
2025-06-21T00:00:00.000,55,0.9796,2025-06-21,2025,25
2024-06-15T00:00:00.000,56,0.7,2024-06-15,2024,24
2020-10-17T00:00:00.000,10,0.0,2020-10-17,2020,42
2022-07-16T00:00:00.000,24,0.9412,2022-07-16,2022,28
2020-08-08T00:00:00.000,23,0.0,2020-08-08,2020,32
2023-05-06T00:00:00.000,29,0.9597,2023-05-06,2023,18
2021-04-03T00:00:00.000,30,0.9841,2021-04-03,2021,13
2021-12-11T00:00:00.000,30,0.9365,2021-12-11,2021,49
2022-01-15T00:00:00.000,30,0.9365,2022-01-15,2022,2
2022-01-29T00:00:00.000,30,0.9365,2022-01-29,2022,4
2022-05-21T00:00:00.000,37,0.8815,2022-05-21,2022,20
2020-11-28T00:00:00.000,78,1.0,2020-11-28,2020,48
2025-08-30T00:00:00.000,78,1.0,2025-08-30,2025,35
2022-02-19T00:00:00.000,50,0.9333,2022-02-19,2022,7
2024-10-19T00:00:00.000,50,0.3333,2024-10-19,2024,42
2024-12-07T00:00:00.000,50,0.9333,2024-12-07,2024,49
2020-08-29T00:00:00.000,10,0.0,2020-08-29,2020,35
2025-05-31T00:00:00.000,10,0.7273,2025-05-31,2025,22
2022-01-08T00:00:00.000,66,0.5,2022-01-08,2022,1
2022-03-12T00:00:00.000,24,0.9412,2022-03-12,2022,10
2024-11-23T00:00:00.000,24,0.9216,2024-11-23,2024,47
2024-10-12T00:00:00.000,29,0.1371,2024-10-12,2024,41
2021-02-13T00:00:00.000,37,0.8889,2021-02-13,2021,6
2023-06-17T00:00:00.000,37,0.9111,2023-06-17,2023,24
2024-01-27T00:00:00.000,78,1.0,2024-01-27,2024,4
2025-08-02T00:00:00.000,78,1.0,2025-08-02,2025,31
2024-09-28T00:00:00.000,50,0.0667,2024-09-28,2024,39
2022-07-30T00:00:00.000,10,0.7273,2022-07-30,2022,30
2023-03-04T00:00:00.000,66,1.0,2023-03-04,2023,9
2025-08-16T00:00:00.000,66,1.0,2025-08-16,2025,33
2025-09-13T00:00:00.000,66,1.0,2025-09-13,2025,37
2023-08-26T00:00:00.000,24,0.9608,2023-08-26,2023,34
2021-04-17T00:00:00.000,23,0.8649,2021-04-17,2021,15
2022-06-25T00:00:00.000,23,0.8649,2022-06-25,2022,25
2023-12-16T00:00:00.000,23,0.8919,2023-12-16,2023,50
2024-08-10T00:00:00.000,23,0.2162,2024-08-10,2024,32
2024-09-14T00:00:00.000,29,0.25,2024-09-14,2024,37
2021-07-10T00:00:00.000,30,0.9841,2021-07-10,2021,27
2025-09-20T00:00:00.000,30,0.5873,2025-09-20,2025,38
2022-09-03T00:00:00.000,37,0.8815,2022-09-03,2022,35
2024-01-06T00:00:00.000,37,0.9111,2024-01-06,2024,1
2021-06-26T00:00:00.000,78,1.0,2021-06-26,2021,25
2023-09-23T00:00:00.000,78,1.0,2023-09-23,2023,38
2025-09-20T00:00:00.000,78,1.0,2025-09-20,2025,38
2020-12-05T00:00:00.000,50,0.9333,2020-12-05,2020,49
2022-03-05T00:00:00.000,66,1.0,2022-03-05,2022,9
2022-07-30T00:00:00.000,17,0.9095,2022-07-30,2022,30
2023-08-19T00:00:00.000,17,0.9447,2023-08-19,2023,33
2024-11-09T00:00:00.000,17,0.9497,2024-11-09,2024,45
2022-10-15T00:00:00.000,24,0.9412,2022-10-15,2022,41
2025-02-08T00:00:00.000,24,0.9608,2025-02-08,2025,6
2021-07-31T00:00:00.000,30,0.9841,2021-07-31,2021,30
2023-10-14T00:00:00.000,30,1.0,2023-10-14,2023,41
2025-05-17T00:00:00.000,37,0.9111,2025-05-17,2025,20
2024-11-02T00:00:00.000,78,0.5,2024-11-02,2024,44
2021-02-06T00:00:00.000,50,0.9333,2021-02-06,2021,5
2021-11-20T00:00:00.000,50,0.9333,2021-11-20,2021,46
2022-12-17T00:00:00.000,10,1.0,2022-12-17,2022,50
2020-12-05T00:00:00.000,23,0.8378,2020-12-05,2020,49
2024-12-21T00:00:00.000,29,0.9032,2024-12-21,2024,51
2024-06-01T00:00:00.000,30,0.6349,2024-06-01,2024,22
2025-08-09T00:00:00.000,30,0.8889,2025-08-09,2025,32
2021-07-24T00:00:00.000,37,0.8889,2021-07-24,2021,29
2025-01-25T00:00:00.000,37,0.9333,2025-01-25,2025,4
2024-11-16T00:00:00.000,78,0.5,2024-11-16,2024,46
2025-04-26T00:00:00.000,78,1.0,2025-04-26,2025,17
2023-09-09T00:00:00.000,10,1.0,2023-09-09,2023,36
2021-04-24T00:00:00.000,66,1.0,2021-04-24,2021,16
2022-01-29T00:00:00.000,66,0.5,2022-01-29,2022,4
2024-02-17T00:00:00.000,17,0.9548,2024-02-17,2024,7
2025-02-15T00:00:00.000,17,0.9095,2025-02-15,2025,7
2022-09-03T00:00:00.000,23,0.8649,2022-09-03,2022,35
2021-01-09T00:00:00.000,37,0.8815,2021-01-09,2021,1
2020-09-19T00:00:00.000,78,0.0,2020-09-19,2020,38
2022-10-29T00:00:00.000,78,1.0,2022-10-29,2022,43
2025-05-03T00:00:00.000,78,1.0,2025-05-03,2025,18
2022-06-11T00:00:00.000,10,0.7273,2022-06-11,2022,23
2023-05-06T00:00:00.000,10,1.0,2023-05-06,2023,18
2021-07-03T00:00:00.000,17,0.809,2021-07-03,2021,26
2022-06-11T00:00:00.000,17,0.9095,2022-06-11,2022,23
2023-04-22T00:00:00.000,24,0.9608,2023-04-22,2023,16
2024-02-17T00:00:00.000,24,0.9608,2024-02-17,2024,7
2021-01-16T00:00:00.000,29,0.9194,2021-01-16,2021,2
2023-10-14T00:00:00.000,29,0.9435,2023-10-14,2023,41
2023-07-08T00:00:00.000,37,0.9111,2023-07-08,2023,27
2021-03-06T00:00:00.000,78,1.0,2021-03-06,2021,9
2020-11-07T00:00:00.000,50,0.8667,2020-11-07,2020,45
2021-01-09T00:00:00.000,10,0.7273,2021-01-09,2021,1
2024-07-27T00:00:00.000,10,0.5455,2024-07-27,2024,30
2020-10-10T00:00:00.000,17,0.0,2020-10-10,2020,41
2022-04-16T00:00:00.000,17,0.9095,2022-04-16,2022,15
2022-05-21T00:00:00.000,24,0.9412,2022-05-21,2022,20
2020-10-17T00:00:00.000,23,0.027,2020-10-17,2020,42
2024-12-28T00:00:00.000,23,0.9189,2024-12-28,2024,52
2025-05-03T00:00:00.000,23,0.9459,2025-05-03,2025,18
2021-03-13T00:00:00.000,29,0.9194,2021-03-13,2021,10
2021-11-20T00:00:00.000,29,0.9113,2021-11-20,2021,46
2022-01-15T00:00:00.000,29,0.8871,2022-01-15,2022,2
2024-01-20T00:00:00.000,29,0.9435,2024-01-20,2024,3
2024-02-17T00:00:00.000,29,0.9435,2024-02-17,2024,7
2021-08-28T00:00:00.000,78,1.0,2021-08-28,2021,34
2022-01-08T00:00:00.000,78,1.0,2022-01-08,2022,1
2022-05-14T00:00:00.000,78,1.0,2022-05-14,2022,19
2022-08-27T00:00:00.000,50,0.9333,2022-08-27,2022,34
2022-11-12T00:00:00.000,10,0.7273,2022-11-12,2022,45
2025-04-05T00:00:00.000,10,0.7273,2025-04-05,2025,14
2021-04-17T00:00:00.000,66,1.0,2021-04-17,2021,15
2022-12-24T00:00:00.000,66,1.0,2022-12-24,2022,51
2023-07-29T00:00:00.000,66,1.0,2023-07-29,2023,30
2024-06-29T00:00:00.000,66,0.5,2024-06-29,2024,26
2025-06-07T00:00:00.000,66,1.0,2025-06-07,2025,23
2025-07-19T00:00:00.000,17,0.9146,2025-07-19,2025,29
2020-09-05T00:00:00.000,24,0.0,2020-09-05,2020,36
2023-09-09T00:00:00.000,24,0.9608,2023-09-09,2023,36
2024-04-06T00:00:00.000,24,0.9608,2024-04-06,2024,14
2023-08-12T00:00:00.000,23,0.8649,2023-08-12,2023,32
2023-09-02T00:00:00.000,23,0.8919,2023-09-02,2023,35
2021-03-06T00:00:00.000,37,0.8889,2021-03-06,2021,9
2022-04-30T00:00:00.000,37,0.8815,2022-04-30,2022,17
2021-02-06T00:00:00.000,78,1.0,2021-02-06,2021,5
2023-07-15T00:00:00.000,78,1.0,2023-07-15,2023,28
2023-01-21T00:00:00.000,50,1.0,2023-01-21,2023,3
2022-03-05T00:00:00.000,10,0.7273,2022-03-05,2022,9
2025-04-19T00:00:00.000,10,0.7273,2025-04-19,2025,16
2021-07-03T00:00:00.000,66,0.5,2021-07-03,2021,26
2025-09-06T00:00:00.000,66,1.0,2025-09-06,2025,36
2023-12-30T00:00:00.000,17,0.9548,2023-12-30,2023,52
2023-08-05T00:00:00.000,23,0.8649,2023-08-05,2023,31
2023-09-09T00:00:00.000,23,0.8919,2023-09-09,2023,36
2023-04-22T00:00:00.000,29,0.9597,2023-04-22,2023,16
2022-03-12T00:00:00.000,30,0.9841,2022-03-12,2022,10
2021-05-08T00:00:00.000,37,0.8889,2021-05-08,2021,18
2023-07-08T00:00:00.000,78,1.0,2023-07-08,2023,27
2023-09-02T00:00:00.000,78,1.0,2023-09-02,2023,35
2021-07-24T00:00:00.000,50,0.9333,2021-07-24,2021,29
2024-03-09T00:00:00.000,50,1.0,2024-03-09,2024,10
2024-06-08T00:00:00.000,66,0.5,2024-06-08,2024,23
2024-07-06T00:00:00.000,66,0.5,2024-07-06,2024,27
2025-07-05T00:00:00.000,66,1.0,2025-07-05,2025,27
2022-08-27T00:00:00.000,17,0.8995,2022-08-27,2022,34
2022-10-29T00:00:00.000,17,0.8995,2022-10-29,2022,43
2021-11-27T00:00:00.000,29,0.9194,2021-11-27,2021,47
2023-09-23T00:00:00.000,29,0.9435,2023-09-23,2023,38
2024-01-06T00:00:00.000,29,0.9435,2024-01-06,2024,1
2025-07-26T00:00:00.000,29,0.8871,2025-07-26,2025,30
2022-07-23T00:00:00.000,30,0.9841,2022-07-23,2022,29
2022-09-10T00:00:00.000,30,0.9841,2022-09-10,2022,36
2022-12-31T00:00:00.000,30,0.9365,2022-12-31,2022,52
2025-03-15T00:00:00.000,30,0.9048,2025-03-15,2025,11
2024-01-06T00:00:00.000,78,1.0,2024-01-06,2024,1
2020-09-12T00:00:00.000,50,0.0,2020-09-12,2020,37
2023-06-24T00:00:00.000,50,1.0,2023-06-24,2023,25
2025-05-17T00:00:00.000,50,0.8667,2025-05-17,2025,20
2021-05-15T00:00:00.000,66,1.0,2021-05-15,2021,19
2021-08-28T00:00:00.000,66,0.5,2021-08-28,2021,34
