weekendingdate,location,pct_hosp,date,MMWRYR,MMWRWK
2023-10-07T00:00:00.000,50,1.0,2023-10-07,2023,40
2022-02-12T00:00:00.000,10,0.7273,2022-02-12,2022,6
2021-05-01T00:00:00.000,66,1.0,2021-05-01,2021,17
2021-01-09T00:00:00.000,24,0.9216,2021-01-09,2021,1
2022-10-08T00:00:00.000,24,0.9412,2022-10-08,2022,40
2022-10-29T00:00:00.000,24,0.9412,2022-10-29,2022,43
2023-02-04T00:00:00.000,24,0.9608,2023-02-04,2023,5
2023-11-11T00:00:00.000,24,0.9608,2023-11-11,2023,45
2025-03-29T00:00:00.000,23,0.8649,2025-03-29,2025,13
2022-01-22T00:00:00.000,29,0.8871,2022-01-22,2022,3
2022-06-04T00:00:00.000,30,0.9841,2022-06-04,2022,22
2022-09-17T00:00:00.000,30,0.9841,2022-09-17,2022,37
2023-04-29T00:00:00.000,30,1.0,2023-04-29,2023,17
2024-07-06T00:00:00.000,30,0.6032,2024-07-06,2024,27
2023-11-04T00:00:00.000,37,0.9111,2023-11-04,2023,44
2024-03-09T00:00:00.000,37,0.9111,2024-03-09,2024,10
2022-06-11T00:00:00.000,78,1.0,2022-06-11,2022,23
2020-10-17T00:00:00.000,66,0.5,2020-10-17,2020,42
2022-07-30T00:00:00.000,66,1.0,2022-07-30,2022,30
2022-09-10T00:00:00.000,17,0.9045,2022-09-10,2022,36
2023-03-25T00:00:00.000,24,0.9608,2023-03-25,2023,12
2021-08-21T00:00:00.000,23,0.6486,2021-08-21,2021,33
2020-08-29T00:00:00.000,30,0.0,2020-08-29,2020,35
2020-10-10T00:00:00.000,37,0.0,2020-10-10,2020,41
2021-08-21T00:00:00.000,37,0.8815,2021-08-21,2021,33
2020-10-24T00:00:00.000,50,0.1333,2020-10-24,2020,43
2023-11-25T00:00:00.000,50,1.0,2023-11-25,2023,47
2021-12-11T00:00:00.000,10,0.7273,2021-12-11,2021,49
2025-09-06T00:00:00.000,10,0.8182,2025-09-06,2025,36
2022-12-31T00:00:00.000,66,1.0,2022-12-31,2022,52
2023-02-18T00:00:00.000,66,1.0,2023-02-18,2023,7
2023-07-22T00:00:00.000,66,1.0,2023-07-22,2023,29
2021-09-18T00:00:00.000,17,0.804,2021-09-18,2021,37
2024-04-20T00:00:00.000,17,0.9548,2024-04-20,2024,16
2021-01-30T00:00:00.000,24,0.9216,2021-01-30,2021,4
2021-06-19T00:00:00.000,24,0.9412,2021-06-19,2021,24
2022-07-23T00:00:00.000,24,0.9412,2022-07-23,2022,29
2020-12-19T00:00:00.000,23,0.8649,2020-12-19,2020,51
2021-10-23T00:00:00.000,23,0.6486,2021-10-23,2021,42
2023-07-22T00:00:00.000,29,0.9516,2023-07-22,2023,29
2023-01-07T00:00:00.000,30,0.9365,2023-01-07,2023,1
2025-07-19T00:00:00.000,30,0.8571,2025-07-19,2025,29
2024-09-28T00:00:00.000,37,0.0296,2024-09-28,2024,39
2021-08-14T00:00:00.000,50,0.9333,2021-08-14,2021,32
2024-07-20T00:00:00.000,10,0.6364,2024-07-20,2024,29
2023-04-08T00:00:00.000,17,0.9598,2023-04-08,2023,14
2022-04-23T00:00:00.000,29,0.9194,2022-04-23,2022,16
2022-12-31T00:00:00.000,29,0.9597,2022-12-31,2022,52
2024-11-16T00:00:00.000,29,0.9516,2024-11-16,2024,46
2022-01-01T00:00:00.000,30,0.9365,2022-01-01,2021,52
2022-10-15T00:00:00.000,30,0.9841,2022-10-15,2022,41
2024-06-01T00:00:00.000,50,0.2,2024-06-01,2024,22
2022-03-26T00:00:00.000,10,0.7273,2022-03-26,2022,12
2021-01-09T00:00:00.000,66,1.0,2021-01-09,2021,1
2024-04-20T00:00:00.000,23,0.8919,2024-04-20,2024,16
2025-04-19T00:00:00.000,23,0.9459,2025-04-19,2025,16
2025-07-05T00:00:00.000,23,0.8378,2025-07-05,2025,27
2021-05-29T00:00:00.000,29,0.9194,2021-05-29,2021,21
2022-07-16T00:00:00.000,29,0.9194,2022-07-16,2022,28
2022-04-16T00:00:00.000,30,0.9841,2022-04-16,2022,15
2024-07-20T00:00:00.000,30,0.619,2024-07-20,2024,29
2020-09-26T00:00:00.000,37,0.0,2020-09-26,2020,39
2021-06-12T00:00:00.000,37,0.8889,2021-06-12,2021,23
2023-11-04T00:00:00.000,78,1.0,2023-11-04,2023,44
2020-08-08T00:00:00.000,50,0.0,2020-08-08,2020,32
2021-05-29T00:00:00.000,66,1.0,2021-05-29,2021,21
2021-09-18T00:00:00.000,66,0.5,2021-09-18,2021,37
2025-02-22T00:00:00.000,66,0.5,2025-02-22,2025,8
2021-12-04T00:00:00.000,17,0.809,2021-12-04,2021,48
2025-01-18T00:00:00.000,17,0.9397,2025-01-18,2025,3
2021-11-27T00:00:00.000,24,0.7059,2021-11-27,2021,47
2024-04-20T00:00:00.000,24,0.9608,2024-04-20,2024,16
2025-07-05T00:00:00.000,24,0.9412,2025-07-05,2025,27
2022-07-09T00:00:00.000,29,0.9194,2022-07-09,2022,27
2021-02-20T00:00:00.000,30,0.9841,2021-02-20,2021,7
2022-07-30T00:00:00.000,37,0.8815,2022-07-30,2022,30
2025-06-28T00:00:00.000,37,0.9111,2025-06-28,2025,26
2021-12-04T00:00:00.000,78,1.0,2021-12-04,2021,48
2020-11-21T00:00:00.000,50,0.8667,2020-11-21,2020,47
2021-04-10T00:00:00.000,50,0.9333,2021-04-10,2021,14
2021-04-03T00:00:00.000,66,1.0,2021-04-03,2021,13
2021-10-23T00:00:00.000,66,0.5,2021-10-23,2021,42
2025-01-25T00:00:00.000,66,1.0,2025-01-25,2025,4
2021-03-06T00:00:00.000,17,0.9095,2021-03-06,2021,9
2024-08-31T00:00:00.000,24,0.2353,2024-08-31,2024,35
2021-11-27T00:00:00.000,23,0.5946,2021-11-27,2021,47
2023-07-22T00:00:00.000,30,0.9524,2023-07-22,2023,29
2023-10-21T00:00:00.000,30,1.0,2023-10-21,2023,42
2024-06-01T00:00:00.000,37,0.0296,2024-06-01,2024,22
2024-10-05T00:00:00.000,37,0.0296,2024-10-05,2024,40
2022-02-26T00:00:00.000,78,1.0,2022-02-26,2022,8
2021-10-30T00:00:00.000,50,0.9333,2021-10-30,2021,43
2023-07-22T00:00:00.000,50,1.0,2023-07-22,2023,29
2025-02-08T00:00:00.000,10,0.8182,2025-02-08,2025,6
2023-03-18T00:00:00.000,66,1.0,2023-03-18,2023,11
2021-11-27T00:00:00.000,17,0.809,2021-11-27,2021,47
2025-08-02T00:00:00.000,17,0.9196,2025-08-02,2025,31
2023-06-10T00:00:00.000,29,0.9516,2023-06-10,2023,23
2024-08-24T00:00:00.000,29,0.2742,2024-08-24,2024,34
2025-03-01T00:00:00.000,29,0.9274,2025-03-01,2025,9
2025-08-30T00:00:00.000,30,0.7619,2025-08-30,2025,35
2024-02-10T00:00:00.000,78,1.0,2024-02-10,2024,6
2025-07-26T00:00:00.000,17,0.8442,2025-07-26,2025,30
2021-10-23T00:00:00.000,24,0.7059,2021-10-23,2021,42
2023-05-20T00:00:00.000,24,0.9608,2023-05-20,2023,20
2024-05-11T00:00:00.000,24,0.6275,2024-05-11,2024,19
2022-05-07T00:00:00.000,23,0.8649,2022-05-07,2022,18
2022-06-11T00:00:00.000,23,0.8649,2022-06-11,2022,23
2022-12-03T00:00:00.000,23,0.8649,2022-12-03,2022,48
2022-03-12T00:00:00.000,29,0.9194,2022-03-12,2022,10
2023-07-15T00:00:00.000,29,0.9516,2023-07-15,2023,28
2025-03-29T00:00:00.000,29,0.9032,2025-03-29,2025,13
2020-11-07T00:00:00.000,30,0.9524,2020-11-07,2020,45
2021-02-27T00:00:00.000,78,1.0,2021-02-27,2021,8
2021-01-23T00:00:00.000,50,0.9333,2021-01-23,2021,3
2021-04-17T00:00:00.000,50,0.9333,2021-04-17,2021,15
2022-01-15T00:00:00.000,50,0.9333,2022-01-15,2022,2
2024-02-03T00:00:00.000,50,1.0,2024-02-03,2024,5
2022-01-15T00:00:00.000,19,0.3984,2022-01-15,2022,2
2022-08-13T00:00:00.000,18,0.951,2022-08-13,2022,32
2023-03-11T00:00:00.000,18,0.9441,2023-03-11,2023,10
2024-02-17T00:00:00.000,18,0.9441,2024-02-17,2024,7
2021-10-02T00:00:00.000,28,0.9245,2021-10-02,2021,39
2020-08-08T00:00:00.000,38,0.0,2020-08-08,2020,32
2024-11-09T00:00:00.000,38,1.0,2024-11-09,2024,45
2020-10-10T00:00:00.000,35,0.0,2020-10-10,2020,41
2021-05-15T00:00:00.000,35,0.9388,2021-05-15,2021,19
2023-06-24T00:00:00.000,35,0.9184,2023-06-24,2023,25
2023-02-25T00:00:00.000,39,0.9442,2023-02-25,2023,8
2023-11-04T00:00:00.000,39,0.9395,2023-11-04,2023,44
2024-02-17T00:00:00.000,47,0.9179,2024-02-17,2024,7
2025-03-15T00:00:00.000,47,0.9478,2025-03-15,2025,11
2022-09-17T00:00:00.000,53,0.9588,2022-09-17,2022,37
2021-08-28T00:00:00.000,19,0.4228,2021-08-28,2021,34
2022-03-26T00:00:00.000,19,0.9593,2022-03-26,2022,12
2024-07-13T00:00:00.000,19,0.2927,2024-07-13,2024,28
2023-04-15T00:00:00.000,18,0.9441,2023-04-15,2023,15
2023-11-11T00:00:00.000,18,0.9441,2023-11-11,2023,45
2022-04-02T00:00:00.000,38,0.9796,2022-04-02,2022,13
2023-06-10T00:00:00.000,38,1.0,2023-06-10,2023,23
2023-10-07T00:00:00.000,38,1.0,2023-10-07,2023,40
2025-08-30T00:00:00.000,38,0.9184,2025-08-30,2025,35
2021-05-01T00:00:00.000,35,0.9388,2021-05-01,2021,17
2023-02-25T00:00:00.000,53,0.9897,2023-02-25,2023,8
2023-08-12T00:00:00.000,53,0.9691,2023-08-12,2023,32
2025-04-05T00:00:00.000,19,0.9512,2025-04-05,2025,14
2021-03-27T00:00:00.000,35,0.9388,2021-03-27,2021,12
2022-06-18T00:00:00.000,35,0.9184,2022-06-18,2022,24
2021-04-17T00:00:00.000,39,0.9023,2021-04-17,2021,15
2021-10-02T00:00:00.000,39,0.907,2021-10-02,2021,39
2024-06-22T00:00:00.000,39,0.2326,2024-06-22,2024,25
2024-07-27T00:00:00.000,39,0.214,2024-07-27,2024,30
2020-12-12T00:00:00.000,53,0.9588,2020-12-12,2020,50
2023-08-26T00:00:00.000,01,0.9899,2023-08-26,2023,34
2021-05-15T00:00:00.000,18,0.9371,2021-05-15,2021,19
2023-01-14T00:00:00.000,18,0.9441,2023-01-14,2023,2
2023-02-11T00:00:00.000,18,0.9441,2023-02-11,2023,6
2025-09-20T00:00:00.000,18,0.8601,2025-09-20,2025,38
2022-05-21T00:00:00.000,28,0.9528,2022-05-21,2022,20
2022-08-20T00:00:00.000,28,0.9623,2022-08-20,2022,33
2021-02-27T00:00:00.000,38,0.9796,2021-02-27,2021,8
2021-03-06T00:00:00.000,38,0.9796,2021-03-06,2021,9
2023-02-11T00:00:00.000,38,1.0,2023-02-11,2023,6
2023-03-11T00:00:00.000,38,1.0,2023-03-11,2023,10
2022-12-10T00:00:00.000,35,0.9184,2022-12-10,2022,49
2025-07-19T00:00:00.000,35,0.8776,2025-07-19,2025,29
2023-07-22T00:00:00.000,39,0.9442,2023-07-22,2023,29
2025-06-07T00:00:00.000,39,0.9256,2025-06-07,2025,23
2023-06-03T00:00:00.000,47,0.9179,2023-06-03,2023,22
2020-11-21T00:00:00.000,53,0.9691,2020-11-21,2020,47
2022-06-04T00:00:00.000,01,0.9596,2022-06-04,2022,22
2024-07-13T00:00:00.000,01,0.1111,2024-07-13,2024,28
2024-02-10T00:00:00.000,28,0.9623,2024-02-10,2024,6
2025-04-26T00:00:00.000,28,0.8679,2025-04-26,2025,17
2025-08-09T00:00:00.000,28,0.8113,2025-08-09,2025,32
2023-04-29T00:00:00.000,38,1.0,2023-04-29,2023,17
2025-07-26T00:00:00.000,38,0.898,2025-07-26,2025,30
2021-10-02T00:00:00.000,35,0.4286,2021-10-02,2021,39
2022-11-12T00:00:00.000,39,0.9209,2022-11-12,2022,45
2023-09-09T00:00:00.000,39,0.9442,2023-09-09,2023,36
2024-09-07T00:00:00.000,39,0.214,2024-09-07,2024,36
2021-09-11T00:00:00.000,47,0.4701,2021-09-11,2021,36
2022-09-10T00:00:00.000,47,0.8731,2022-09-10,2022,36
2020-09-05T00:00:00.000,53,0.0103,2020-09-05,2020,36
2024-05-18T00:00:00.000,53,0.9691,2024-05-18,2024,20
2024-12-14T00:00:00.000,01,0.9697,2024-12-14,2024,50
2022-12-31T00:00:00.000,18,0.9441,2022-12-31,2022,52
2025-05-24T00:00:00.000,18,0.9371,2025-05-24,2025,21
2023-11-25T00:00:00.000,28,0.9623,2023-11-25,2023,47
2025-01-11T00:00:00.000,38,0.9796,2025-01-11,2025,2
2023-02-25T00:00:00.000,35,0.9184,2023-02-25,2023,8
2022-10-15T00:00:00.000,39,0.9163,2022-10-15,2022,41
2023-08-26T00:00:00.000,39,0.9442,2023-08-26,2023,34
2025-05-24T00:00:00.000,39,0.9023,2025-05-24,2025,21
2021-09-18T00:00:00.000,53,0.6495,2021-09-18,2021,37
2022-01-29T00:00:00.000,53,0.8557,2022-01-29,2022,4
2023-04-08T00:00:00.000,53,0.9897,2023-04-08,2023,14
2022-07-23T00:00:00.000,01,0.9596,2022-07-23,2022,29
2023-07-22T00:00:00.000,01,0.9899,2023-07-22,2023,29
2021-10-16T00:00:00.000,19,0.374,2021-10-16,2021,41
2025-02-15T00:00:00.000,19,0.9431,2025-02-15,2025,7
2021-05-29T00:00:00.000,18,0.9371,2021-05-29,2021,21
2024-11-02T00:00:00.000,18,0.6993,2024-11-02,2024,44
2020-12-05T00:00:00.000,28,0.9057,2020-12-05,2020,49
2022-08-06T00:00:00.000,28,0.9623,2022-08-06,2022,31
2021-01-02T00:00:00.000,38,0.9796,2021-01-02,2020,53
2023-07-15T00:00:00.000,38,1.0,2023-07-15,2023,28
2024-02-10T00:00:00.000,38,0.9592,2024-02-10,2024,6
2021-04-17T00:00:00.000,35,0.9388,2021-04-17,2021,15
2025-04-05T00:00:00.000,39,0.9209,2025-04-05,2025,14
2021-05-22T00:00:00.000,47,0.8657,2021-05-22,2021,20
2023-02-18T00:00:00.000,47,0.903,2023-02-18,2023,7
2021-02-20T00:00:00.000,01,0.9596,2021-02-20,2021,7
2022-04-30T00:00:00.000,01,0.9596,2022-04-30,2022,17
2023-08-19T00:00:00.000,01,0.9899,2023-08-19,2023,33
2023-10-28T00:00:00.000,19,0.9675,2023-10-28,2023,43
2023-12-02T00:00:00.000,18,0.9441,2023-12-02,2023,48
2021-02-06T00:00:00.000,28,0.9245,2021-02-06,2021,5
2021-12-04T00:00:00.000,28,0.934,2021-12-04,2021,48
2022-03-12T00:00:00.000,28,0.9528,2022-03-12,2022,10
2023-03-18T00:00:00.000,28,1.0,2023-03-18,2023,11
2021-10-02T00:00:00.000,38,0.9796,2021-10-02,2021,39
2021-07-03T00:00:00.000,35,0.3265,2021-07-03,2021,26
2024-08-03T00:00:00.000,39,0.214,2024-08-03,2024,31
2022-10-15T00:00:00.000,47,0.8731,2022-10-15,2022,41
2025-08-16T00:00:00.000,47,0.9403,2025-08-16,2025,33
2021-07-10T00:00:00.000,53,0.8866,2021-07-10,2021,27
2023-05-13T00:00:00.000,53,0.9897,2023-05-13,2023,19
2021-08-14T00:00:00.000,01,0.8283,2021-08-14,2021,32
2022-07-02T00:00:00.000,01,0.9596,2022-07-02,2022,26
2022-10-22T00:00:00.000,01,0.9596,2022-10-22,2022,42
2023-04-08T00:00:00.000,01,0.9899,2023-04-08,2023,14
2023-08-26T00:00:00.000,19,0.9837,2023-08-26,2023,34
2025-06-21T00:00:00.000,19,0.9268,2025-06-21,2025,25
2020-10-03T00:00:00.000,18,0.0,2020-10-03,2020,40
2021-10-23T00:00:00.000,28,0.9245,2021-10-23,2021,42
2022-07-02T00:00:00.000,28,0.9528,2022-07-02,2022,26
2023-10-14T00:00:00.000,28,0.9717,2023-10-14,2023,41
2024-06-22T00:00:00.000,28,0.5283,2024-06-22,2024,25
2024-09-21T00:00:00.000,28,0.5,2024-09-21,2024,38
2022-02-26T00:00:00.000,38,0.9796,2022-02-26,2022,8
2022-10-22T00:00:00.000,35,0.9184,2022-10-22,2022,42
2024-10-26T00:00:00.000,35,0.5102,2024-10-26,2024,43
2020-10-24T00:00:00.000,39,0.7209,2020-10-24,2020,43
2025-06-14T00:00:00.000,39,0.9209,2025-06-14,2025,24
2022-11-26T00:00:00.000,53,0.9588,2022-11-26,2022,47
2025-08-09T00:00:00.000,53,0.9794,2025-08-09,2025,32
2023-03-11T00:00:00.000,01,0.9899,2023-03-11,2023,10
2024-04-06T00:00:00.000,01,0.9899,2024-04-06,2024,14
2024-10-26T00:00:00.000,01,0.3838,2024-10-26,2024,43
2022-05-07T00:00:00.000,18,0.9441,2022-05-07,2022,18
2020-10-10T00:00:00.000,28,0.0,2020-10-10,2020,41
2022-08-13T00:00:00.000,28,0.9623,2022-08-13,2022,32
2022-09-24T00:00:00.000,28,0.9623,2022-09-24,2022,38
2023-09-30T00:00:00.000,28,0.9717,2023-09-30,2023,39
2024-08-03T00:00:00.000,28,0.5094,2024-08-03,2024,31
2024-08-31T00:00:00.000,28,0.5,2024-08-31,2024,35
2021-08-07T00:00:00.000,38,0.9796,2021-08-07,2021,31
2024-12-07T00:00:00.000,35,0.898,2024-12-07,2024,49
2025-03-01T00:00:00.000,35,0.8367,2025-03-01,2025,9
2022-03-26T00:00:00.000,39,0.907,2022-03-26,2022,12
2023-04-22T00:00:00.000,39,0.9488,2023-04-22,2023,16
2025-06-28T00:00:00.000,39,0.9163,2025-06-28,2025,26
2021-04-24T00:00:00.000,47,0.8657,2021-04-24,2021,16
2023-11-11T00:00:00.000,38,1.0,2023-11-11,2023,45
2020-09-12T00:00:00.000,35,0.0,2020-09-12,2020,37
2023-03-18T00:00:00.000,35,0.9184,2023-03-18,2023,11
2023-10-14T00:00:00.000,01,0.9899,2023-10-14,2023,41
2024-01-13T00:00:00.000,01,0.9899,2024-01-13,2024,2
2021-03-20T00:00:00.000,18,0.9371,2021-03-20,2021,11
2021-04-10T00:00:00.000,18,0.9371,2021-04-10,2021,14
2021-06-05T00:00:00.000,28,0.9151,2021-06-05,2021,22
2022-11-19T00:00:00.000,28,0.9623,2022-11-19,2022,46
2020-12-19T00:00:00.000,38,0.9796,2020-12-19,2020,51
2023-10-21T00:00:00.000,38,1.0,2023-10-21,2023,42
2021-06-12T00:00:00.000,35,0.4082,2021-06-12,2021,23
2022-07-23T00:00:00.000,35,0.9184,2022-07-23,2022,29
2023-07-22T00:00:00.000,35,0.9184,2023-07-22,2023,29
2022-08-06T00:00:00.000,39,0.9116,2022-08-06,2022,31
2022-12-31T00:00:00.000,39,0.9302,2022-12-31,2022,52
2025-08-16T00:00:00.000,39,0.9395,2025-08-16,2025,33
2022-12-10T00:00:00.000,47,0.8731,2022-12-10,2022,49
2023-12-23T00:00:00.000,47,0.9179,2023-12-23,2023,51
2024-05-11T00:00:00.000,47,0.4627,2024-05-11,2024,19
2024-11-23T00:00:00.000,47,0.9254,2024-11-23,2024,47
2025-03-29T00:00:00.000,47,0.9254,2025-03-29,2025,13
2023-02-04T00:00:00.000,53,0.9897,2023-02-04,2023,5
2025-01-18T00:00:00.000,53,0.9897,2025-01-18,2025,3
2021-07-24T00:00:00.000,02,0.9167,2021-07-24,2021,29
2022-02-05T00:00:00.000,02,0.9167,2022-02-05,2022,5
2021-08-21T00:00:00.000,05,0.913,2021-08-21,2021,33
2023-06-03T00:00:00.000,05,0.9457,2023-06-03,2023,22
2025-01-04T00:00:00.000,05,0.913,2025-01-04,2025,1
2023-07-01T00:00:00.000,13,0.925,2023-07-01,2023,26
2024-09-21T00:00:00.000,13,0.2,2024-09-21,2024,38
2020-12-05T00:00:00.000,15,0.75,2020-12-05,2020,49
2024-04-20T00:00:00.000,15,0.8929,2024-04-20,2024,16
2025-09-20T00:00:00.000,15,0.7857,2025-09-20,2025,38
2021-03-27T00:00:00.000,20,0.9375,2021-03-27,2021,12
2021-05-15T00:00:00.000,20,0.9375,2021-05-15,2021,19
2022-12-03T00:00:00.000,20,0.9444,2022-12-03,2022,48
2023-09-02T00:00:00.000,20,0.9306,2023-09-02,2023,35
2024-11-23T00:00:00.000,20,0.9167,2024-11-23,2024,47
2025-07-26T00:00:00.000,20,0.8333,2025-07-26,2025,30
2025-05-10T00:00:00.000,25,0.9091,2025-05-10,2025,19
2025-06-14T00:00:00.000,25,0.9091,2025-06-14,2025,24
2023-03-04T00:00:00.000,36,0.9706,2023-03-04,2023,9
2022-08-13T00:00:00.000,42,0.9404,2022-08-13,2022,32
2025-06-14T00:00:00.000,72,0.6364,2025-06-14,2025,24
2021-03-20T00:00:00.000,46,0.9355,2021-03-20,2021,11
2023-01-14T00:00:00.000,48,0.9015,2023-01-14,2023,2
2023-02-25T00:00:00.000,49,0.9821,2023-02-25,2023,8
2023-08-26T00:00:00.000,02,0.9167,2023-08-26,2023,34
2024-05-25T00:00:00.000,12,0.3718,2024-05-25,2024,21
2024-06-22T00:00:00.000,13,0.2313,2024-06-22,2024,25
2022-06-18T00:00:00.000,15,0.8929,2022-06-18,2022,24
2022-09-24T00:00:00.000,15,0.8929,2022-09-24,2022,38
2022-07-30T00:00:00.000,69,1.0,2022-07-30,2022,30
2025-04-12T00:00:00.000,69,1.0,2025-04-12,2025,15
2022-08-20T00:00:00.000,36,0.9216,2022-08-20,2022,33
2023-01-28T00:00:00.000,36,0.9706,2023-01-28,2023,4
2023-05-27T00:00:00.000,40,0.9429,2023-05-27,2023,21
2024-03-30T00:00:00.000,40,0.9214,2024-03-30,2024,13
2023-10-14T00:00:00.000,42,0.9633,2023-10-14,2023,41
2023-04-22T00:00:00.000,72,0.8727,2023-04-22,2023,16
2024-03-30T00:00:00.000,72,0.9636,2024-03-30,2024,13
2025-01-25T00:00:00.000,72,0.5636,2025-01-25,2025,4
2025-08-16T00:00:00.000,72,0.4182,2025-08-16,2025,33
2022-12-03T00:00:00.000,46,0.9355,2022-12-03,2022,48
2024-01-27T00:00:00.000,46,0.9839,2024-01-27,2024,4
2024-12-28T00:00:00.000,48,0.858,2024-12-28,2024,52
2021-06-05T00:00:00.000,49,0.9286,2021-06-05,2021,22
2022-05-21T00:00:00.000,49,0.9286,2022-05-21,2022,20
2022-03-05T00:00:00.000,54,0.8983,2022-03-05,2022,9
2023-05-06T00:00:00.000,02,0.9167,2023-05-06,2023,18
2021-09-04T00:00:00.000,05,0.9022,2021-09-04,2021,35
2025-09-06T00:00:00.000,60,1.0,2025-09-06,2025,36
2021-09-18T00:00:00.000,08,0.78,2021-09-18,2021,37
2025-06-14T00:00:00.000,08,0.94,2025-06-14,2025,24
2021-10-16T00:00:00.000,12,0.8051,2021-10-16,2021,41
2021-09-18T00:00:00.000,13,0.9188,2021-09-18,2021,37
2022-12-17T00:00:00.000,15,0.9286,2022-12-17,2022,50
2024-02-17T00:00:00.000,25,0.9205,2024-02-17,2024,7
2021-01-02T00:00:00.000,69,1.0,2021-01-02,2020,53
2023-05-27T00:00:00.000,36,0.9657,2023-05-27,2023,21
2025-04-12T00:00:00.000,36,0.902,2025-04-12,2025,15
2022-06-04T00:00:00.000,42,0.922,2022-06-04,2022,22
2023-11-25T00:00:00.000,42,0.9679,2023-11-25,2023,47
2022-04-16T00:00:00.000,72,0.8727,2022-04-16,2022,15
2023-01-07T00:00:00.000,72,0.6545,2023-01-07,2023,1
2022-11-12T00:00:00.000,48,0.911,2022-11-12,2022,45
2025-01-04T00:00:00.000,48,0.8636,2025-01-04,2025,1
2025-09-13T00:00:00.000,49,0.9286,2025-09-13,2025,37
2020-09-12T00:00:00.000,54,0.0,2020-09-12,2020,37
2021-11-06T00:00:00.000,02,0.8333,2021-11-06,2021,44
2023-07-29T00:00:00.000,02,0.9167,2023-07-29,2023,30
2024-02-03T00:00:00.000,02,0.9167,2024-02-03,2024,5
2022-06-11T00:00:00.000,05,0.9022,2022-06-11,2022,23
2022-04-09T00:00:00.000,60,1.0,2022-04-09,2022,14
2023-03-11T00:00:00.000,60,1.0,2023-03-11,2023,10
2025-05-17T00:00:00.000,60,0.0,2025-05-17,2025,20
2022-06-25T00:00:00.000,08,0.9,2022-06-25,2022,25
2024-02-03T00:00:00.000,08,0.96,2024-02-03,2024,5
2024-07-27T00:00:00.000,08,0.33,2024-07-27,2024,30
2022-12-03T00:00:00.000,12,0.8339,2022-12-03,2022,48
2023-03-25T00:00:00.000,12,0.8881,2023-03-25,2023,12
2022-10-15T00:00:00.000,13,0.9188,2022-10-15,2022,41
2023-09-30T00:00:00.000,13,0.9125,2023-09-30,2023,39
2025-07-19T00:00:00.000,13,0.875,2025-07-19,2025,29
2025-08-16T00:00:00.000,13,0.8625,2025-08-16,2025,33
2021-01-30T00:00:00.000,15,0.8929,2021-01-30,2021,4
2025-06-28T00:00:00.000,20,0.8333,2025-06-28,2025,26
2022-09-17T00:00:00.000,25,0.8864,2022-09-17,2022,37
2020-10-03T00:00:00.000,69,0.0,2020-10-03,2020,40
2023-09-02T00:00:00.000,36,0.9657,2023-09-02,2023,35
2023-09-23T00:00:00.000,36,0.9608,2023-09-23,2023,38
2024-09-14T00:00:00.000,36,0.3529,2024-09-14,2024,37
2025-03-01T00:00:00.000,36,0.9314,2025-03-01,2025,9
2022-02-12T00:00:00.000,40,0.9143,2022-02-12,2022,6
2022-04-30T00:00:00.000,40,0.9071,2022-04-30,2022,17
2025-01-11T00:00:00.000,40,0.9214,2025-01-11,2025,2
2024-05-18T00:00:00.000,46,0.4032,2024-05-18,2024,20
2025-05-10T00:00:00.000,46,0.9355,2025-05-10,2025,19
2022-12-03T00:00:00.000,48,0.911,2022-12-03,2022,48
2025-08-09T00:00:00.000,48,0.8598,2025-08-09,2025,32
2021-03-06T00:00:00.000,49,0.9107,2021-03-06,2021,9
2024-09-21T00:00:00.000,49,0.4821,2024-09-21,2024,38
2021-06-12T00:00:00.000,54,0.8983,2021-06-12,2021,23
2024-09-14T00:00:00.000,54,0.0,2024-09-14,2024,37
2024-11-16T00:00:00.000,54,0.9831,2024-11-16,2024,46
2025-05-31T00:00:00.000,54,0.9153,2025-05-31,2025,22
2023-10-28T00:00:00.000,05,0.9348,2023-10-28,2023,43
2025-01-11T00:00:00.000,05,0.913,2025-01-11,2025,2
2021-10-02T00:00:00.000,60,1.0,2021-10-02,2021,39
2025-08-30T00:00:00.000,60,1.0,2025-08-30,2025,35
2022-05-14T00:00:00.000,12,0.8375,2022-05-14,2022,19
2024-03-02T00:00:00.000,12,0.8917,2024-03-02,2024,9
2020-08-08T00:00:00.000,25,0.0,2020-08-08,2020,32
2021-08-28T00:00:00.000,25,0.0455,2021-08-28,2021,34
2021-07-03T00:00:00.000,69,1.0,2021-07-03,2021,26
2025-06-07T00:00:00.000,36,0.8873,2025-06-07,2025,23
2024-11-30T00:00:00.000,40,0.8929,2024-11-30,2024,48
2024-03-09T00:00:00.000,42,0.9679,2024-03-09,2024,10
2024-03-09T00:00:00.000,46,0.9839,2024-03-09,2024,10
2021-07-17T00:00:00.000,48,0.9129,2021-07-17,2021,28
2021-10-30T00:00:00.000,48,0.2292,2021-10-30,2021,43
2023-05-27T00:00:00.000,49,0.9821,2023-05-27,2023,21
2023-06-03T00:00:00.000,49,0.9821,2023-06-03,2023,22
2021-03-20T00:00:00.000,02,0.9167,2021-03-20,2021,11
2024-12-28T00:00:00.000,02,0.9167,2024-12-28,2024,52
2022-06-04T00:00:00.000,05,0.9022,2022-06-04,2022,22
2021-11-13T00:00:00.000,08,0.78,2021-11-13,2021,45
2024-08-24T00:00:00.000,08,0.32,2024-08-24,2024,34
