epiweek,year,week,season,state_fips,state_abbr,state_name,wili,ili,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,release_date,issue
202320,2023,20,2022/2023,28,MS,Mississippi,1.73369,1.73369,216,12459,30,,,,,,,2024-10-04,202439
202321,2023,21,2022/2023,28,MS,Mississippi,2.24283,2.24283,266,11860,29,,,,,,,2024-10-04,202439
202322,2023,22,2022/2023,28,MS,Mississippi,1.76426,1.76426,188,10656,28,,,,,,,2024-10-04,202439
202323,2023,23,2022/2023,28,MS,Mississippi,1.67878,1.67878,194,11556,30,,,,,,,2024-10-04,202439
202324,2023,24,2022/2023,28,MS,Mississippi,1.56103,1.56103,183,11723,31,,,,,,,2024-10-04,202439
202325,2023,25,2022/2023,28,MS,Mississippi,1.5114,1.5114,177,11711,29,,,,,,,2024-10-04,202439
202326,2023,26,2022/2023,28,MS,Mississippi,1.20403,1.20403,128,10631,25,,,,,,,2024-10-04,202439
202327,2023,27,2022/2023,28,MS,Mississippi,1.27222,1.27222,131,10297,26,,,,,,,2024-10-04,202439
202328,2023,28,2022/2023,28,MS,Mississippi,1.36771,1.36771,148,10821,27,,,,,,,2024-10-04,202439
202329,2023,29,2022/2023,28,MS,Mississippi,1.36421,1.36421,152,11142,27,,,,,,,2024-10-04,202439
202330,2023,30,2022/2023,28,MS,Mississippi,1.55747,1.55747,179,11493,30,,,,,,,2024-10-04,202439
202331,2023,31,2022/2023,28,MS,Mississippi,2.01591,2.01591,223,11062,25,,,,,,,2024-10-04,202439
202332,2023,32,2022/2023,28,MS,Mississippi,2.53678,2.53678,300,11826,27,,,,,,,2024-10-04,202439
202333,2023,33,2022/2023,28,MS,Mississippi,3.2665,3.2665,391,11970,28,,,,,,,2024-10-04,202439
202334,2023,34,2022/2023,28,MS,Mississippi,3.37916,3.37916,381,11275,23,,,,,,,2024-10-04,202439
202335,2023,35,2022/2023,28,MS,Mississippi,3.46854,3.46854,360,10379,23,,,,,,,2024-10-04,202439
202336,2023,36,2022/2023,28,MS,Mississippi,2.72355,2.72355,279,10244,24,,,,,,,2024-10-04,202439
202337,2023,37,2022/2023,28,MS,Mississippi,2.61375,2.61375,270,10330,23,,,,,,,2024-10-04,202439
202338,2023,38,2022/2023,28,MS,Mississippi,2.95896,2.95896,279,9429,23,,,,,,,2024-10-04,202439
202339,2023,39,2022/2023,28,MS,Mississippi,2.57255,2.57255,250,9718,24,,,,,,,2024-10-04,202439
202340,2023,40,2023/2024,28,MS,Mississippi,3.00762,3.00762,434,14430,30,,,,,,,2025-09-26,202538
202341,2023,41,2023/2024,28,MS,Mississippi,3.05499,3.05499,450,14730,31,,,,,,,2025-09-26,202538
202342,2023,42,2023/2024,28,MS,Mississippi,3.27678,3.27678,506,15442,31,,,,,,,2025-09-26,202538
202343,2023,43,2023/2024,28,MS,Mississippi,4.03415,4.03415,619,15344,30,,,,,,,2025-09-26,202538
202344,2023,44,2023/2024,28,MS,Mississippi,4.47523,4.47523,672,15016,31,,,,,,,2025-09-26,202538
202345,2023,45,2023/2024,28,MS,Mississippi,5.38834,5.38834,879,16313,30,,,,,,,2025-09-26,202538
202346,2023,46,2023/2024,28,MS,Mississippi,6.09756,6.09756,1020,16728,31,,,,,,,2025-09-26,202538
202347,2023,47,2023/2024,28,MS,Mississippi,5.95843,5.95843,880,14769,30,,,,,,,2025-09-26,202538
202348,2023,48,2023/2024,28,MS,Mississippi,5.27627,5.27627,826,15655,30,,,,,,,2025-09-26,202538
202349,2023,49,2023/2024,28,MS,Mississippi,6.57549,6.57549,1000,15208,30,,,,,,,2025-09-26,202538
202350,2023,50,2023/2024,28,MS,Mississippi,7.80032,7.80032,1261,16166,29,,,,,,,2025-09-26,202538
202351,2023,51,2023/2024,28,MS,Mississippi,9.8091,9.8091,1634,16658,30,,,,,,,2025-09-26,202538
202352,2023,52,2023/2024,28,MS,Mississippi,9.26262,9.26262,1481,15989,30,,,,,,,2025-09-26,202538
202401,2024,1,2023/2024,28,MS,Mississippi,7.23418,7.23418,1092,15095,29,,,,,,,2025-09-26,202538
202402,2024,2,2023/2024,28,MS,Mississippi,5.80623,5.80623,857,14760,31,,,,,,,2025-09-26,202538
202403,2024,3,2023/2024,28,MS,Mississippi,5.13333,5.13333,668,13013,31,,,,,,,2025-09-26,202538
202404,2024,4,2023/2024,28,MS,Mississippi,5.0339,5.0339,646,12833,32,,,,,,,2025-09-26,202538
202405,2024,5,2023/2024,28,MS,Mississippi,4.78502,4.78502,631,13187,30,,,,,,,2025-09-26,202538
202406,2024,6,2023/2024,28,MS,Mississippi,4.94392,4.94392,692,13997,31,,,,,,,2025-09-26,202538
202407,2024,7,2023/2024,28,MS,Mississippi,4.43024,4.43024,596,13453,31,,,,,,,2025-09-26,202538
202408,2024,8,2023/2024,28,MS,Mississippi,5.20634,5.20634,733,14079,31,,,,,,,2025-09-26,202538
202409,2024,9,2023/2024,28,MS,Mississippi,3.9532,3.9532,544,13761,31,,,,,,,2025-09-26,202538
202410,2024,10,2023/2024,28,MS,Mississippi,3.82494,3.82494,527,13778,31,,,,,,,2025-09-26,202538
202411,2024,11,2023/2024,28,MS,Mississippi,3.26817,3.26817,438,13402,30,,,,,,,2025-09-26,202538
202412,2024,12,2023/2024,28,MS,Mississippi,2.9737,2.9737,398,13384,30,,,,,,,2025-09-26,202538
202413,2024,13,2023/2024,28,MS,Mississippi,3.28577,3.28577,449,13665,31,,,,,,,2025-09-26,202538
202414,2024,14,2023/2024,28,MS,Mississippi,3.32009,3.32009,468,14096,32,,,,,,,2025-09-26,202538
202415,2024,15,2023/2024,28,MS,Mississippi,3.03321,3.03321,379,12495,29,,,,,,,2025-09-26,202538
202416,2024,16,2023/2024,28,MS,Mississippi,2.68802,2.68802,381,14174,31,,,,,,,2025-09-26,202538
202417,2024,17,2023/2024,28,MS,Mississippi,3.12965,3.12965,421,13452,31,,,,,,,2025-09-26,202538
202418,2024,18,2023/2024,28,MS,Mississippi,2.52689,2.52689,296,11714,28,,,,,,,2025-09-26,202538
202419,2024,19,2023/2024,28,MS,Mississippi,2.41702,2.41702,343,14191,30,,,,,,,2025-09-26,202538
202420,2024,20,2023/2024,28,MS,Mississippi,2.78909,2.78909,363,13015,28,,,,,,,2025-09-26,202538
202421,2024,21,2023/2024,28,MS,Mississippi,1.7212,1.7212,202,11736,26,,,,,,,2025-09-26,202538
202422,2024,22,2023/2024,28,MS,Mississippi,1.97697,1.97697,261,13202,29,,,,,,,2025-09-26,202538
202423,2024,23,2023/2024,28,MS,Mississippi,1.6126,1.6126,172,10666,25,,,,,,,2025-09-26,202538
202424,2024,24,2023/2024,28,MS,Mississippi,1.84203,1.84203,243,13192,30,,,,,,,2025-09-26,202538
202425,2024,25,2023/2024,28,MS,Mississippi,1.56857,1.56857,206,13133,28,,,,,,,2025-09-26,202538
202426,2024,26,2023/2024,28,MS,Mississippi,1.92031,1.92031,254,13227,30,,,,,,,2025-09-26,202538
202427,2024,27,2023/2024,28,MS,Mississippi,2.05442,2.05442,265,12899,30,,,,,,,2025-09-26,202538
202428,2024,28,2023/2024,28,MS,Mississippi,2.16412,2.16412,293,13539,29,,,,,,,2025-09-26,202538
202429,2024,29,2023/2024,28,MS,Mississippi,2.43433,2.43433,329,13515,30,,,,,,,2025-09-26,202538
202430,2024,30,2023/2024,28,MS,Mississippi,2.43481,2.43481,324,13307,29,,,,,,,2025-09-26,202538
202431,2024,31,2023/2024,28,MS,Mississippi,2.69497,2.69497,377,13989,31,,,,,,,2025-09-26,202538
202432,2024,32,2023/2024,28,MS,Mississippi,3.40892,3.40892,457,13406,29,,,,,,,2025-09-26,202538
202433,2024,33,2023/2024,28,MS,Mississippi,3.44974,3.44974,487,14117,29,,,,,,,2025-09-26,202538
202434,2024,34,2023/2024,28,MS,Mississippi,3.16764,3.16764,390,12312,29,,,,,,,2025-09-26,202538
202435,2024,35,2023/2024,28,MS,Mississippi,2.91429,2.91429,408,14000,31,,,,,,,2025-09-26,202538
202436,2024,36,2023/2024,28,MS,Mississippi,2.3341,2.3341,325,13924,30,,,,,,,2025-09-26,202538
202437,2024,37,2023/2024,28,MS,Mississippi,2.09646,2.09646,223,10637,26,,,,,,,2025-09-26,202538
202438,2024,38,2023/2024,28,MS,Mississippi,1.7694,1.7694,215,12151,27,,,,,,,2025-09-26,202538
202439,2024,39,2023/2024,28,MS,Mississippi,2.09939,2.09939,256,12194,28,,,,,,,2025-09-26,202538
202440,2024,40,2024/2025,28,MS,Mississippi,2.773,2.773,371,13379,29,,,,,,,2025-09-26,202538
202441,2024,41,2024/2025,28,MS,Mississippi,2.68385,2.68385,354,13190,29,,,,,,,2025-09-26,202538
202442,2024,42,2024/2025,28,MS,Mississippi,2.43862,2.43862,294,12056,28,,,,,,,2025-09-26,202538
202443,2024,43,2024/2025,28,MS,Mississippi,2.62201,2.62201,303,11556,28,,,,,,,2025-09-26,202538
202444,2024,44,2024/2025,28,MS,Mississippi,2.64163,2.64163,332,12568,29,,,,,,,2025-09-26,202538
202445,2024,45,2024/2025,28,MS,Mississippi,2.82111,2.82111,378,13399,28,,,,,,,2025-09-26,202538
202446,2024,46,2024/2025,28,MS,Mississippi,2.97694,2.97694,377,12664,28,,,,,,,2025-09-26,202538
202447,2024,47,2024/2025,28,MS,Mississippi,3.3178,3.3178,356,10730,28,,,,,,,2025-09-26,202538
202448,2024,48,2024/2025,28,MS,Mississippi,4.18573,4.18573,485,11587,30,,,,,,,2025-09-26,202538
202449,2024,49,2024/2025,28,MS,Mississippi,4.23087,4.23087,508,12007,29,,,,,,,2025-09-26,202538
202450,2024,50,2024/2025,28,MS,Mississippi,4.1783,4.1783,509,12182,28,,,,,,,2025-09-26,202538
202451,2024,51,2024/2025,28,MS,Mississippi,6.93794,6.93794,815,11747,27,,,,,,,2025-09-26,202538
202452,2024,52,2024/2025,28,MS,Mississippi,7.81495,7.81495,946,12105,27,,,,,,,2025-09-26,202538
202501,2025,1,2024/2025,28,MS,Mississippi,5.91159,5.91159,773,13076,29,,,,,,,2025-09-26,202538
202502,2025,2,2024/2025,28,MS,Mississippi,5.18376,5.18376,591,11401,28,,,,,,,2025-09-26,202538
202503,2025,3,2024/2025,28,MS,Mississippi,6.14456,6.14456,743,12092,28,,,,,,,2025-09-26,202538
202504,2025,4,2024/2025,28,MS,Mississippi,8.62935,8.62935,996,11542,29,,,,,,,2025-09-26,202538
202505,2025,5,2024/2025,28,MS,Mississippi,8.48801,8.48801,1157,13631,29,,,,,,,2025-09-26,202538
202506,2025,6,2024/2025,28,MS,Mississippi,7.74437,7.74437,1007,13003,30,,,,,,,2025-09-26,202538
202507,2025,7,2024/2025,28,MS,Mississippi,5.31039,5.31039,645,12146,30,,,,,,,2025-09-26,202538
202508,2025,8,2024/2025,28,MS,Mississippi,4.90475,4.90475,569,11601,29,,,,,,,2025-09-26,202538
202509,2025,9,2024/2025,28,MS,Mississippi,5.45689,5.45689,593,10867,28,,,,,,,2025-09-26,202538
202510,2025,10,2024/2025,28,MS,Mississippi,4.06196,4.06196,493,12137,30,,,,,,,2025-09-26,202538
202511,2025,11,2024/2025,28,MS,Mississippi,3.7557,3.7557,428,11396,28,,,,,,,2025-09-26,202538
202512,2025,12,2024/2025,28,MS,Mississippi,2.6155,2.6155,304,11623,26,,,,,,,2025-09-26,202538
202513,2025,13,2024/2025,28,MS,Mississippi,2.40179,2.40179,269,11200,29,,,,,,,2025-09-26,202538
202514,2025,14,2024/2025,28,MS,Mississippi,2.18031,2.18031,237,10870,29,,,,,,,2025-09-26,202538
202515,2025,15,2024/2025,28,MS,Mississippi,2.2206,2.2206,273,12294,30,,,,,,,2025-09-26,202538
202516,2025,16,2024/2025,28,MS,Mississippi,2.44085,2.44085,293,12004,29,,,,,,,2025-09-26,202538
202517,2025,17,2024/2025,28,MS,Mississippi,2.4309,2.4309,292,12012,27,,,,,,,2025-09-26,202538
202518,2025,18,2024/2025,28,MS,Mississippi,1.94589,1.94589,228,11717,28,,,,,,,2025-09-26,202538
202519,2025,19,2024/2025,28,MS,Mississippi,2.35833,2.35833,283,12000,29,,,,,,,2025-09-26,202538
202520,2025,20,2024/2025,28,MS,Mississippi,1.89755,1.89755,223,11752,28,,,,,,,2025-09-26,202538
202521,2025,21,2024/2025,28,MS,Mississippi,2.11937,2.11937,223,10522,21,,,,,,,2025-09-26,202538
202522,2025,22,2024/2025,28,MS,Mississippi,2.5,2.5,198,7920,22,,,,,,,2025-09-26,202538
202523,2025,23,2024/2025,28,MS,Mississippi,1.64445,1.64445,169,10277,22,,,,,,,2025-09-26,202538
202524,2025,24,2024/2025,28,MS,Mississippi,1.6268,1.6268,168,10327,23,,,,,,,2025-09-26,202538
202525,2025,25,2024/2025,28,MS,Mississippi,1.4625,1.4625,149,10188,24,,,,,,,2025-09-26,202538
202526,2025,26,2024/2025,28,MS,Mississippi,1.19146,1.19146,130,10911,22,,,,,,,2025-09-26,202538
202527,2025,27,2024/2025,28,MS,Mississippi,1.20768,1.20768,127,10516,26,,,,,,,2025-09-26,202538
202528,2025,28,2024/2025,28,MS,Mississippi,1.11014,1.11014,114,10269,22,,,,,,,2025-09-26,202538
202529,2025,29,2024/2025,28,MS,Mississippi,1.12795,1.12795,131,11614,28,,,,,,,2025-09-26,202538
202530,2025,30,2024/2025,28,MS,Mississippi,0.894147,0.894147,99,11072,25,,,,,,,2025-09-26,202538
202531,2025,31,2024/2025,28,MS,Mississippi,1.24072,1.24072,132,10639,24,,,,,,,2025-09-26,202538
202532,2025,32,2024/2025,28,MS,Mississippi,1.68363,1.68363,182,10810,25,,,,,,,2025-09-26,202538
202533,2025,33,2024/2025,28,MS,Mississippi,2.05474,2.05474,271,13189,28,,,,,,,2025-09-26,202538
202534,2025,34,2024/2025,28,MS,Mississippi,2.7221,2.7221,292,10727,23,,,,,,,2025-09-26,202538
202535,2025,35,2024/2025,28,MS,Mississippi,2.50766,2.50766,221,8813,21,,,,,,,2025-09-26,202538
202536,2025,36,2024/2025,28,MS,Mississippi,2.28898,2.28898,240,10485,25,,,,,,,2025-09-26,202538
202537,2025,37,2024/2025,28,MS,Mississippi,1.99155,1.99155,212,10645,26,,,,,,,2025-09-26,202538
202538,2025,38,2024/2025,28,MS,Mississippi,2.00139,2.00139,201,10043,24,,,,,,,2025-09-26,202538
202101,2021,1,2020/2021,29,MO,Missouri,1.06558,1.06558,265,24869,49,,,,,,,2022-10-07,202239
202102,2021,2,2020/2021,29,MO,Missouri,1.02517,1.02517,235,22923,49,,,,,,,2022-10-07,202239
202103,2021,3,2020/2021,29,MO,Missouri,1.0809,1.0809,260,24054,49,,,,,,,2022-10-07,202239
202104,2021,4,2020/2021,29,MO,Missouri,1.14844,1.14844,268,23336,49,,,,,,,2022-10-07,202239
202105,2021,5,2020/2021,29,MO,Missouri,0.910087,0.910087,216,23734,49,,,,,,,2022-10-07,202239
202106,2021,6,2020/2021,29,MO,Missouri,0.847418,0.847418,181,21359,49,,,,,,,2022-10-07,202239
202107,2021,7,2020/2021,29,MO,Missouri,0.642782,0.642782,129,20069,49,,,,,,,2022-10-07,202239
202108,2021,8,2020/2021,29,MO,Missouri,0.683881,0.683881,165,24127,49,,,,,,,2022-10-07,202239
202109,2021,9,2020/2021,29,MO,Missouri,0.637781,0.637781,155,24303,49,,,,,,,2022-10-07,202239
202110,2021,10,2020/2021,29,MO,Missouri,0.676159,0.676159,170,25142,49,,,,,,,2022-10-07,202239
202111,2021,11,2020/2021,29,MO,Missouri,0.683894,0.683894,167,24419,49,,,,,,,2022-10-07,202239
202112,2021,12,2020/2021,29,MO,Missouri,0.737661,0.737661,181,24537,49,,,,,,,2022-10-07,202239
202113,2021,13,2020/2021,29,MO,Missouri,0.697618,0.697618,174,24942,49,,,,,,,2022-10-07,202239
202114,2021,14,2020/2021,29,MO,Missouri,0.767928,0.767928,204,26565,49,,,,,,,2022-10-07,202239
202115,2021,15,2020/2021,29,MO,Missouri,0.774501,0.774501,208,26856,49,,,,,,,2022-10-07,202239
202116,2021,16,2020/2021,29,MO,Missouri,0.92527,0.92527,248,26803,49,,,,,,,2022-10-07,202239
202117,2021,17,2020/2021,29,MO,Missouri,0.966921,0.966921,266,27510,49,,,,,,,2022-10-07,202239
202118,2021,18,2020/2021,29,MO,Missouri,0.875779,0.875779,239,27290,49,,,,,,,2022-10-07,202239
202119,2021,19,2020/2021,29,MO,Missouri,1.02041,1.02041,272,26656,49,,,,,,,2022-10-07,202239
202120,2021,20,2020/2021,29,MO,Missouri,1.06783,1.06783,295,27626,49,,,,,,,2022-10-07,202239
202121,2021,21,2020/2021,29,MO,Missouri,0.994401,0.994401,222,22325,49,,,,,,,2022-10-07,202239
202122,2021,22,2020/2021,29,MO,Missouri,1.33333,1.33333,290,21750,49,,,,,,,2022-10-07,202239
202123,2021,23,2020/2021,29,MO,Missouri,1.19531,1.19531,353,29532,49,,,,,,,2022-10-07,202239
202124,2021,24,2020/2021,29,MO,Missouri,1.32507,1.32507,389,29357,49,,,,,,,2022-10-07,202239
202125,2021,25,2020/2021,29,MO,Missouri,1.36127,1.36127,397,29164,49,,,,,,,2022-10-07,202239
202126,2021,26,2020/2021,29,MO,Missouri,1.27581,1.27581,275,21555,49,,,,,,,2022-10-07,202239
202127,2021,27,2020/2021,29,MO,Missouri,1.5016,1.5016,460,30634,49,,,,,,,2022-10-07,202239
202128,2021,28,2020/2021,29,MO,Missouri,1.83379,1.83379,564,30756,49,,,,,,,2022-10-07,202239
202129,2021,29,2020/2021,29,MO,Missouri,1.76323,1.76323,549,31136,49,,,,,,,2022-10-07,202239
202130,2021,30,2020/2021,29,MO,Missouri,1.90104,1.90104,589,30983,49,,,,,,,2022-10-07,202239
202131,2021,31,2020/2021,29,MO,Missouri,1.68405,1.68405,528,31353,49,,,,,,,2022-10-07,202239
202132,2021,32,2020/2021,29,MO,Missouri,1.76056,1.76056,535,30388,49,,,,,,,2022-10-07,202239
202133,2021,33,2020/2021,29,MO,Missouri,1.6163,1.6163,476,29450,49,,,,,,,2022-10-07,202239
202134,2021,34,2020/2021,29,MO,Missouri,1.56884,1.56884,464,29576,49,,,,,,,2022-10-07,202239
202135,2021,35,2020/2021,29,MO,Missouri,1.95353,1.95353,586,29997,49,,,,,,,2022-10-07,202239
202136,2021,36,2020/2021,29,MO,Missouri,2.16608,2.16608,685,31624,50,,,,,,,2022-10-07,202239
202137,2021,37,2020/2021,29,MO,Missouri,1.95316,1.95316,613,31385,49,,,,,,,2022-10-07,202239
202138,2021,38,2020/2021,29,MO,Missouri,1.87535,1.87535,541,28848,49,,,,,,,2022-10-07,202239
202139,2021,39,2020/2021,29,MO,Missouri,1.88679,1.88679,553,29309,49,,,,,,,2022-10-07,202239
202140,2021,40,2021/2022,29,MO,Missouri,1.66713,1.66713,482,28912,49,,,,,,,2023-10-06,202339
202141,2021,41,2021/2022,29,MO,Missouri,1.73652,1.73652,491,28275,49,,,,,,,2023-10-06,202339
202142,2021,42,2021/2022,29,MO,Missouri,1.49167,1.49167,409,27419,49,,,,,,,2023-10-06,202339
202143,2021,43,2021/2022,29,MO,Missouri,1.53139,1.53139,423,27622,49,,,,,,,2023-10-06,202339
202144,2021,44,2021/2022,29,MO,Missouri,1.75784,1.75784,491,27932,49,,,,,,,2023-10-06,202339
202145,2021,45,2021/2022,29,MO,Missouri,1.88063,1.88063,553,29405,49,,,,,,,2023-10-06,202339
202146,2021,46,2021/2022,29,MO,Missouri,1.86786,1.86786,549,29392,49,,,,,,,2023-10-06,202339
202147,2021,47,2021/2022,29,MO,Missouri,2.0005,2.0005,557,27843,49,,,,,,,2023-10-06,202339
202148,2021,48,2021/2022,29,MO,Missouri,2.40304,2.40304,772,32126,49,,,,,,,2023-10-06,202339
202149,2021,49,2021/2022,29,MO,Missouri,2.27098,2.27098,708,31176,49,,,,,,,2023-10-06,202339
202150,2021,50,2021/2022,29,MO,Missouri,2.99754,2.99754,818,27289,49,,,,,,,2023-10-06,202339
202151,2021,51,2021/2022,29,MO,Missouri,3.78528,3.78528,1026,27105,49,,,,,,,2023-10-06,202339
202152,2021,52,2021/2022,29,MO,Missouri,4.34583,4.34583,1518,34930,49,,,,,,,2023-10-06,202339
202201,2022,1,2021/2022,29,MO,Missouri,3.7961,3.7961,1190,31348,49,,,,,,,2023-10-06,202339
202202,2022,2,2021/2022,29,MO,Missouri,4.42278,4.42278,1293,29235,49,,,,,,,2023-10-06,202339
202203,2022,3,2021/2022,29,MO,Missouri,4.14506,4.14506,1151,27768,49,,,,,,,2023-10-06,202339
202204,2022,4,2021/2022,29,MO,Missouri,2.94841,2.94841,779,26421,49,,,,,,,2023-10-06,202339
202205,2022,5,2021/2022,29,MO,Missouri,2.20962,2.20962,487,22040,49,,,,,,,2023-10-06,202339
202206,2022,6,2021/2022,29,MO,Missouri,1.35238,1.35238,337,24919,49,,,,,,,2023-10-06,202339
202207,2022,7,2021/2022,29,MO,Missouri,1.24093,1.24093,289,23289,49,,,,,,,2023-10-06,202339
202208,2022,8,2021/2022,29,MO,Missouri,1.34081,1.34081,306,22822,49,,,,,,,2023-10-06,202339
202209,2022,9,2021/2022,29,MO,Missouri,1.32644,1.32644,331,24954,49,,,,,,,2023-10-06,202339
202210,2022,10,2021/2022,29,MO,Missouri,1.33228,1.33228,320,24019,49,,,,,,,2023-10-06,202339
202211,2022,11,2021/2022,29,MO,Missouri,1.39795,1.39795,362,25895,49,,,,,,,2023-10-06,202339
202212,2022,12,2021/2022,29,MO,Missouri,1.20244,1.20244,304,25282,49,,,,,,,2023-10-06,202339
202213,2022,13,2021/2022,29,MO,Missouri,1.34337,1.34337,339,25235,49,,,,,,,2023-10-06,202339
202214,2022,14,2021/2022,29,MO,Missouri,1.29379,1.29379,332,25661,49,,,,,,,2023-10-06,202339
202215,2022,15,2021/2022,29,MO,Missouri,1.28564,1.28564,326,25357,49,,,,,,,2023-10-06,202339
202216,2022,16,2021/2022,29,MO,Missouri,1.27506,1.27506,332,26038,49,,,,,,,2023-10-06,202339
202217,2022,17,2021/2022,29,MO,Missouri,1.15447,1.15447,313,27112,49,,,,,,,2023-10-06,202339
202218,2022,18,2021/2022,29,MO,Missouri,1.13806,1.13806,289,25394,40,,,,,,,2023-10-06,202339
202219,2022,19,2021/2022,29,MO,Missouri,0.994549,0.994549,281,28254,49,,,,,,,2023-10-06,202339
202220,2022,20,2021/2022,29,MO,Missouri,1.0237,1.0237,286,27938,49,,,,,,,2023-10-06,202339
202221,2022,21,2021/2022,29,MO,Missouri,1.0686,1.0686,291,27232,41,,,,,,,2023-10-06,202339
202222,2022,22,2021/2022,29,MO,Missouri,0.983997,0.983997,273,27744,41,,,,,,,2023-10-06,202339
202223,2022,23,2021/2022,29,MO,Missouri,0.960041,0.960041,265,27603,41,,,,,,,2023-10-06,202339
202224,2022,24,2021/2022,29,MO,Missouri,0.962773,0.962773,270,28044,41,,,,,,,2023-10-06,202339
202225,2022,25,2021/2022,29,MO,Missouri,0.969197,0.969197,275,28374,41,,,,,,,2023-10-06,202339
202226,2022,26,2021/2022,29,MO,Missouri,0.954756,0.954756,268,28070,41,,,,,,,2023-10-06,202339
202227,2022,27,2021/2022,29,MO,Missouri,1.1082,1.1082,330,29778,41,,,,,,,2023-10-06,202339
202228,2022,28,2021/2022,29,MO,Missouri,1.07405,1.07405,313,29142,41,,,,,,,2023-10-06,202339
202229,2022,29,2021/2022,29,MO,Missouri,1.0426,1.0426,302,28966,41,,,,,,,2023-10-06,202339
202230,2022,30,2021/2022,29,MO,Missouri,1.01781,1.01781,280,27510,41,,,,,,,2023-10-06,202339
202231,2022,31,2021/2022,29,MO,Missouri,0.889737,0.889737,247,27761,41,,,,,,,2023-10-06,202339
202232,2022,32,2021/2022,29,MO,Missouri,0.873881,0.873881,243,27807,41,,,,,,,2023-10-06,202339
202233,2022,33,2021/2022,29,MO,Missouri,0.922782,0.922782,250,27092,41,,,,,,,2023-10-06,202339
202234,2022,34,2021/2022,29,MO,Missouri,0.889324,0.889324,245,27549,41,,,,,,,2023-10-06,202339
202235,2022,35,2021/2022,29,MO,Missouri,1.19961,1.19961,341,28426,41,,,,,,,2023-10-06,202339
202236,2022,36,2021/2022,29,MO,Missouri,1.39017,1.39017,421,30284,41,,,,,,,2023-10-06,202339
202237,2022,37,2021/2022,29,MO,Missouri,1.30524,1.30524,381,29190,41,,,,,,,2023-10-06,202339
202238,2022,38,2021/2022,29,MO,Missouri,1.07778,1.07778,304,28206,41,,,,,,,2023-10-06,202339
202239,2022,39,2021/2022,29,MO,Missouri,1.32254,1.32254,371,28052,41,,,,,,,2023-10-06,202339
202240,2022,40,2022/2023,29,MO,Missouri,1.61376,1.61376,458,28381,41,,,,,,,2024-10-04,202439
202241,2022,41,2022/2023,29,MO,Missouri,1.58655,1.58655,467,29435,41,,,,,,,2024-10-04,202439
202242,2022,42,2022/2023,29,MO,Missouri,2.08283,2.08283,603,28951,41,,,,,,,2024-10-04,202439
202243,2022,43,2022/2023,29,MO,Missouri,2.22689,2.22689,657,29503,41,,,,,,,2024-10-04,202439
202244,2022,44,2022/2023,29,MO,Missouri,2.69953,2.69953,806,29857,41,,,,,,,2024-10-04,202439
202245,2022,45,2022/2023,29,MO,Missouri,2.96742,2.96742,888,29925,41,,,,,,,2024-10-04,202439
202246,2022,46,2022/2023,29,MO,Missouri,3.48544,3.48544,996,28576,41,,,,,,,2024-10-04,202439
202247,2022,47,2022/2023,29,MO,Missouri,5.53674,5.53674,1733,31300,41,,,,,,,2024-10-04,202439
202248,2022,48,2022/2023,29,MO,Missouri,6.03798,6.03798,2038,33753,41,,,,,,,2024-10-04,202439
202249,2022,49,2022/2023,29,MO,Missouri,6.00537,6.00537,1970,32804,41,,,,,,,2024-10-04,202439
202250,2022,50,2022/2023,29,MO,Missouri,5.36761,5.36761,1658,30889,41,,,,,,,2024-10-04,202439
202251,2022,51,2022/2023,29,MO,Missouri,4.71533,4.71533,1215,25767,41,,,,,,,2024-10-04,202439
202252,2022,52,2022/2023,29,MO,Missouri,3.72634,3.72634,1061,28473,41,,,,,,,2024-10-04,202439
202301,2023,1,2022/2023,29,MO,Missouri,2.54857,2.54857,732,28722,41,,,,,,,2024-10-04,202439
202302,2023,2,2022/2023,29,MO,Missouri,1.95825,1.95825,516,26350,41,,,,,,,2024-10-04,202439
202303,2023,3,2022/2023,29,MO,Missouri,1.88367,1.88367,501,26597,41,,,,,,,2024-10-04,202439
202304,2023,4,2022/2023,29,MO,Missouri,1.7391,1.7391,447,25703,41,,,,,,,2024-10-04,202439
202305,2023,5,2022/2023,29,MO,Missouri,1.72621,1.72621,430,24910,41,,,,,,,2024-10-04,202439
202306,2023,6,2022/2023,29,MO,Missouri,1.65942,1.65942,454,27359,41,,,,,,,2024-10-04,202439
202307,2023,7,2022/2023,29,MO,Missouri,1.90088,1.90088,517,27198,41,,,,,,,2024-10-04,202439
202308,2023,8,2022/2023,29,MO,Missouri,1.63028,1.63028,454,27848,41,,,,,,,2024-10-04,202439
202309,2023,9,2022/2023,29,MO,Missouri,1.85961,1.85961,528,28393,41,,,,,,,2024-10-04,202439
202310,2023,10,2022/2023,29,MO,Missouri,1.80225,1.80225,510,28298,41,,,,,,,2024-10-04,202439
202311,2023,11,2022/2023,29,MO,Missouri,1.6537,1.6537,457,27635,41,,,,,,,2024-10-04,202439
202312,2023,12,2022/2023,29,MO,Missouri,1.68354,1.68354,469,27858,41,,,,,,,2024-10-04,202439
202313,2023,13,2022/2023,29,MO,Missouri,1.48228,1.48228,414,27930,41,,,,,,,2024-10-04,202439
202314,2023,14,2022/2023,29,MO,Missouri,1.33676,1.33676,374,27978,41,,,,,,,2024-10-04,202439
