epiweek,year,week,season,state_fips,state_abbr,state_name,wili,ili,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,release_date,issue
202101,2021,1,2020/2021,-1,nat,nat,1.47569,1.43493,22720,1583355,3358,2414,4549,,7979,4363,3415,2022-10-07,202239
202102,2021,2,2020/2021,-1,nat,nat,1.29196,1.26364,19194,1518947,3332,2380,4056,,6402,3525,2831,2022-10-07,202239
202103,2021,3,2020/2021,-1,nat,nat,1.25191,1.21094,18353,1515597,3356,2566,4056,,5878,3311,2542,2022-10-07,202239
202104,2021,4,2020/2021,-1,nat,nat,1.10337,1.12256,16910,1506379,3367,2560,3955,,5345,2810,2240,2022-10-07,202239
202105,2021,5,2020/2021,-1,nat,nat,1.16554,1.08197,16101,1488119,3337,2636,4015,,4996,2527,1927,2022-10-07,202239
202106,2021,6,2020/2021,-1,nat,nat,1.00745,0.974818,14108,1447245,3288,2557,3736,,4103,2136,1576,2022-10-07,202239
202107,2021,7,2020/2021,-1,nat,nat,0.986987,0.907497,12602,1388655,3297,2320,3146,,3710,1922,1504,2022-10-07,202239
202108,2021,8,2020/2021,-1,nat,nat,0.862967,0.860475,13347,1551120,3318,2544,3541,,3841,1900,1521,2022-10-07,202239
202109,2021,9,2020/2021,-1,nat,nat,0.82875,0.842691,13017,1544694,3319,2773,3544,,3536,1813,1351,2022-10-07,202239
202110,2021,10,2020/2021,-1,nat,nat,0.883305,0.903419,14098,1560517,3325,3220,3811,,3785,1906,1376,2022-10-07,202239
202111,2021,11,2020/2021,-1,nat,nat,0.90874,0.939582,14580,1551754,3268,3515,3856,,3940,1909,1360,2022-10-07,202239
202112,2021,12,2020/2021,-1,nat,nat,0.948022,0.960224,15359,1599523,3242,3817,3915,,4216,2057,1354,2022-10-07,202239
202113,2021,13,2020/2021,-1,nat,nat,0.974936,0.998001,15994,1602603,3301,4116,4089,,4395,2129,1265,2022-10-07,202239
202114,2021,14,2020/2021,-1,nat,nat,1.06411,1.07813,18148,1683278,3323,4740,4692,,5062,2290,1364,2022-10-07,202239
202115,2021,15,2020/2021,-1,nat,nat,1.08168,1.10911,19177,1729037,3324,5227,4909,,5292,2364,1385,2022-10-07,202239
202116,2021,16,2020/2021,-1,nat,nat,1.10339,1.15017,19313,1679142,3290,5764,5095,,4859,2143,1452,2022-10-07,202239
202117,2021,17,2020/2021,-1,nat,nat,1.13164,1.1826,20134,1702520,3303,6335,5517,,4818,2045,1419,2022-10-07,202239
202118,2021,18,2020/2021,-1,nat,nat,1.1483,1.20847,19937,1649771,3272,6822,5403,,4620,1803,1289,2022-10-07,202239
202119,2021,19,2020/2021,-1,nat,nat,1.19144,1.25476,20373,1623653,3255,7366,5492,,4364,1843,1308,2022-10-07,202239
202120,2021,20,2020/2021,-1,nat,nat,1.24686,1.26333,21266,1683332,3233,8352,5414,,4421,1745,1334,2022-10-07,202239
202121,2021,21,2020/2021,-1,nat,nat,1.14576,1.19113,19685,1652632,3184,7953,4967,,3990,1596,1179,2022-10-07,202239
202122,2021,22,2020/2021,-1,nat,nat,1.18405,1.25152,20152,1610198,3182,8502,4856,,3978,1576,1240,2022-10-07,202239
202123,2021,23,2020/2021,-1,nat,nat,1.12999,1.14539,19188,1675241,3148,8097,4646,,3692,1528,1225,2022-10-07,202239
202124,2021,24,2020/2021,-1,nat,nat,1.19103,1.18507,19672,1659980,3107,8536,4619,,3805,1515,1197,2022-10-07,202239
202125,2021,25,2020/2021,-1,nat,nat,1.21258,1.21019,19896,1644041,3093,8514,4611,,3815,1652,1304,2022-10-07,202239
202126,2021,26,2020/2021,-1,nat,nat,1.2132,1.2128,20103,1657572,3092,8369,4757,,4006,1678,1293,2022-10-07,202239
202127,2021,27,2020/2021,-1,nat,nat,1.26708,1.32915,22376,1683488,3094,8719,5310,,4860,1978,1509,2022-10-07,202239
202128,2021,28,2020/2021,-1,nat,nat,1.38688,1.44259,25263,1751226,3103,9193,5930,,6030,2400,1710,2022-10-07,202239
202129,2021,29,2020/2021,-1,nat,nat,1.64767,1.70922,30554,1787598,3102,10372,7171,,7962,2899,2150,2022-10-07,202239
202130,2021,30,2020/2021,-1,nat,nat,1.799,1.90931,35221,1844702,3088,11144,8575,,9254,3618,2630,2022-10-07,202239
202131,2021,31,2020/2021,-1,nat,nat,1.94947,2.05205,37762,1840212,3085,11102,8901,,10547,4328,2884,2022-10-07,202239
202132,2021,32,2020/2021,-1,nat,nat,2.03512,2.15537,40069,1859035,3079,11264,10105,,11227,4556,2917,2022-10-07,202239
202133,2021,33,2020/2021,-1,nat,nat,2.19023,2.30346,42753,1856032,3071,11809,12282,,11022,4744,2896,2022-10-07,202239
202134,2021,34,2020/2021,-1,nat,nat,2.23843,2.30735,43062,1866295,3066,11982,13529,,10384,4341,2826,2022-10-07,202239
202135,2021,35,2020/2021,-1,nat,nat,2.26655,2.2523,40878,1814941,3067,11745,13057,,9562,3889,2625,2022-10-07,202239
202136,2021,36,2020/2021,-1,nat,nat,2.21303,2.21305,39438,1782067,3057,11711,12253,,9090,3738,2646,2022-10-07,202239
202137,2021,37,2020/2021,-1,nat,nat,2.04664,2.00533,36222,1806283,3095,11254,11583,,7783,3296,2306,2022-10-07,202239
202138,2021,38,2020/2021,-1,nat,nat,1.9014,1.93726,34019,1756033,3076,10928,11397,,6861,2768,2065,2022-10-07,202239
202139,2021,39,2020/2021,-1,nat,nat,1.84504,1.84254,30002,1628298,2919,10142,10065,,5638,2320,1837,2022-10-07,202239
202140,2021,40,2021/2022,-1,nat,nat,2.03726,1.96383,39606,2016770,3590,13160,13177,,7483,3206,2580,2023-10-06,202339
202141,2021,41,2021/2022,-1,nat,nat,1.94864,1.90565,37639,1975130,3580,13073,11987,,7121,2973,2485,2023-10-06,202339
202142,2021,42,2021/2022,-1,nat,nat,1.92538,1.86005,35684,1918446,3538,12494,11448,,6452,2940,2350,2023-10-06,202339
202143,2021,43,2021/2022,-1,nat,nat,1.9789,1.89307,36616,1934216,3572,12858,11881,,6669,2850,2358,2023-10-06,202339
202144,2021,44,2021/2022,-1,nat,nat,2.1334,2.08583,39986,1917029,3578,13295,14444,,6961,2918,2368,2023-10-06,202339
202145,2021,45,2021/2022,-1,nat,nat,2.25788,2.22432,44242,1989010,3601,14559,15933,,7836,3190,2724,2023-10-06,202339
202146,2021,46,2021/2022,-1,nat,nat,2.41079,2.35599,47047,1996913,3591,14735,17350,,8519,3635,2808,2023-10-06,202339
202147,2021,47,2021/2022,-1,nat,nat,2.51762,2.45722,43297,1762035,3584,14913,13394,,8173,3715,3102,2023-10-06,202339
202148,2021,48,2021/2022,-1,nat,nat,2.55244,2.56131,52671,2056405,3608,15161,17338,,11287,4880,4005,2023-10-06,202339
202149,2021,49,2021/2022,-1,nat,nat,2.72476,2.71523,55027,2026604,3613,14968,19950,,11367,4856,3886,2023-10-06,202339
202150,2021,50,2021/2022,-1,nat,nat,3.14645,3.09817,62539,2018579,3584,16285,23449,,13614,5230,3961,2023-10-06,202339
202151,2021,51,2021/2022,-1,nat,nat,4.00686,4.07763,79184,1941911,3564,18514,25049,,22550,7767,5304,2023-10-06,202339
202152,2021,52,2021/2022,-1,nat,nat,4.90468,5.07044,113921,2246767,3532,24118,28970,,38319,13517,8997,2023-10-06,202339
202201,2022,1,2021/2022,-1,nat,nat,4.32906,4.28249,93323,2179176,3562,17048,24806,,31466,12064,7939,2023-10-06,202339
202202,2022,2,2021/2022,-1,nat,nat,3.5344,3.41512,69158,2025052,3568,12222,20205,,21822,8731,6178,2023-10-06,202339
202203,2022,3,2021/2022,-1,nat,nat,2.82024,2.68756,48685,1811493,3573,9526,13305,,15080,6219,4555,2023-10-06,202339
202204,2022,4,2021/2022,-1,nat,nat,2.06558,1.96884,34720,1763472,3554,7300,9503,,9847,4562,3508,2023-10-06,202339
202205,2022,5,2021/2022,-1,nat,nat,1.68092,1.55907,25809,1655407,3488,6083,7740,,6418,3016,2552,2023-10-06,202339
202206,2022,6,2021/2022,-1,nat,nat,1.44022,1.33898,23719,1771418,3548,6395,7604,,5166,2401,2153,2023-10-06,202339
202207,2022,7,2021/2022,-1,nat,nat,1.48974,1.37013,23930,1746548,3545,6915,8497,,4640,2080,1798,2023-10-06,202339
202208,2022,8,2021/2022,-1,nat,nat,1.46266,1.369,23620,1725348,3546,7065,8336,,4638,1814,1767,2023-10-06,202339
202209,2022,9,2021/2022,-1,nat,nat,1.58728,1.42265,25789,1812738,3541,7422,9827,,5004,1862,1674,2023-10-06,202339
202210,2022,10,2021/2022,-1,nat,nat,1.70339,1.54633,28073,1815454,3563,8209,11091,,5054,1949,1770,2023-10-06,202339
202211,2022,11,2021/2022,-1,nat,nat,1.83335,1.6781,31342,1867703,3535,9041,12118,,5909,2199,2075,2023-10-06,202339
202212,2022,12,2021/2022,-1,nat,nat,1.87057,1.73106,32433,1873589,3531,9306,12647,,5974,2337,2169,2023-10-06,202339
202213,2022,13,2021/2022,-1,nat,nat,1.97612,1.85385,34811,1877763,3518,9612,13658,,6754,2382,2405,2023-10-06,202339
202214,2022,14,2021/2022,-1,nat,nat,2.07126,1.99356,38128,1912563,3526,10560,15181,,7268,2571,2548,2023-10-06,202339
202215,2022,15,2021/2022,-1,nat,nat,2.16302,2.12932,40953,1923288,3518,11334,16092,,7834,2865,2828,2023-10-06,202339
202216,2022,16,2021/2022,-1,nat,nat,2.20418,2.1826,42072,1927606,3530,11732,15745,,8310,3170,3115,2023-10-06,202339
202217,2022,17,2021/2022,-1,nat,nat,2.24681,2.21199,44980,2033467,3520,12656,16956,,8682,3350,3336,2023-10-06,202339
202218,2022,18,2021/2022,-1,nat,nat,2.3613,2.41398,47787,1979594,3442,12834,18627,,9398,3607,3321,2023-10-06,202339
202219,2022,19,2021/2022,-1,nat,nat,2.48314,2.58986,53380,2061117,3465,14818,20490,,10334,3886,3852,2023-10-06,202339
202220,2022,20,2021/2022,-1,nat,nat,2.45354,2.60388,54062,2076213,3449,15053,20742,,10453,3980,3834,2023-10-06,202339
202221,2022,21,2021/2022,-1,nat,nat,2.39624,2.64837,53992,2038685,3409,15267,20530,,10405,4075,3715,2023-10-06,202339
202222,2022,22,2021/2022,-1,nat,nat,2.4335,2.6443,51879,1961919,3381,15815,17513,,10585,4063,3903,2023-10-06,202339
202223,2022,23,2021/2022,-1,nat,nat,2.16334,2.29319,45240,1972798,3373,14154,13726,,9654,3941,3765,2023-10-06,202339
202224,2022,24,2021/2022,-1,nat,nat,1.98842,2.07391,40250,1940774,3335,12858,11205,,8941,3665,3581,2023-10-06,202339
202225,2022,25,2021/2022,-1,nat,nat,1.87678,1.91799,37830,1972377,3387,11865,9933,,8676,3736,3620,2023-10-06,202339
202226,2022,26,2021/2022,-1,nat,nat,1.80274,1.80161,34570,1918841,3267,11066,8513,,8006,3524,3461,2023-10-06,202339
202227,2022,27,2021/2022,-1,nat,nat,1.81978,1.79341,34995,1951308,3379,10585,8593,,8382,3699,3736,2023-10-06,202339
202228,2022,28,2021/2022,-1,nat,nat,1.67886,1.66862,33011,1978336,3346,9525,8111,,8324,3546,3505,2023-10-06,202339
202229,2022,29,2021/2022,-1,nat,nat,1.65939,1.64675,32613,1980449,3348,9361,8116,,8219,3485,3432,2023-10-06,202339
202230,2022,30,2021/2022,-1,nat,nat,1.67083,1.64792,32040,1944269,3323,9153,7859,,8056,3485,3487,2023-10-06,202339
202231,2022,31,2021/2022,-1,nat,nat,1.52259,1.51365,29647,1958644,3346,8661,7477,,7297,3105,3107,2023-10-06,202339
202232,2022,32,2021/2022,-1,nat,nat,1.50755,1.51374,28923,1910699,3285,8392,7907,,6892,2828,2904,2023-10-06,202339
202233,2022,33,2021/2022,-1,nat,nat,1.60507,1.6191,31572,1949974,3329,9479,9934,,6659,2819,2681,2023-10-06,202339
202234,2022,34,2021/2022,-1,nat,nat,1.83793,1.80999,35788,1977251,3318,10793,12593,,7079,2730,2593,2023-10-06,202339
202235,2022,35,2021/2022,-1,nat,nat,1.96433,1.89497,37529,1980457,3299,11526,13893,,6987,2671,2452,2023-10-06,202339
202236,2022,36,2021/2022,-1,nat,nat,2.02422,1.94821,38334,1967653,3324,12548,13475,,6978,2701,2632,2023-10-06,202339
202237,2022,37,2021/2022,-1,nat,nat,2.0351,1.9706,39760,2017659,3350,13400,14579,,6735,2606,2440,2023-10-06,202339
202238,2022,38,2021/2022,-1,nat,nat,2.28352,2.19756,44666,2032523,3361,15938,16694,,6906,2648,2480,2023-10-06,202339
202239,2022,39,2021/2022,-1,nat,nat,2.36029,2.29168,46154,2013977,3383,17047,16768,,6911,2784,2644,2023-10-06,202339
202240,2022,40,2022/2023,-1,nat,nat,2.61257,2.59379,57318,2209814,3684,18503,20141,,10718,4094,3862,2024-10-04,202439
202241,2022,41,2022/2023,-1,nat,nat,3.00763,2.85133,63388,2223106,3720,20623,22779,,11519,4394,4073,2024-10-04,202439
202242,2022,42,2022/2023,-1,nat,nat,3.31975,3.31688,75615,2279700,3726,23713,28368,,13719,5303,4512,2024-10-04,202439
202243,2022,43,2022/2023,-1,nat,nat,4.3682,4.4466,109496,2462467,3788,32012,45003,,19586,7037,5858,2024-10-04,202439
202244,2022,44,2022/2023,-1,nat,nat,5.42144,5.54702,139247,2510305,3776,37474,61015,,25460,8469,6829,2024-10-04,202439
202245,2022,45,2022/2023,-1,nat,nat,5.73522,5.67263,140055,2468962,3793,38651,57053,,26941,9791,7619,2024-10-04,202439
202246,2022,46,2022/2023,-1,nat,nat,5.91793,5.73531,137419,2396019,3777,34849,55229,,28672,10171,8498,2024-10-04,202439
202247,2022,47,2022/2023,-1,nat,nat,7.42531,7.37142,164936,2237505,3765,39539,62925,,36157,13876,12439,2024-10-04,202439
202248,2022,48,2022/2023,-1,nat,nat,7.21822,7.24012,185673,2564503,3767,38495,63623,,48042,18626,16887,2024-10-04,202439
202249,2022,49,2022/2023,-1,nat,nat,6.87034,6.82928,167248,2448985,3750,32316,62563,,40778,16557,15034,2024-10-04,202439
202250,2022,50,2022/2023,-1,nat,nat,6.29772,6.46231,151672,2347026,3751,28976,55613,,38007,15506,13570,2024-10-04,202439
202251,2022,51,2022/2023,-1,nat,nat,6.00293,6.1412,129978,2116491,3715,25500,41624,,34587,14564,13703,2024-10-04,202439
202252,2022,52,2022/2023,-1,nat,nat,5.33838,5.46656,112531,2058533,3703,22891,27251,,31974,14961,15454,2024-10-04,202439
202301,2023,1,2022/2023,-1,nat,nat,3.93482,4.07732,92034,2257219,3740,16651,21006,,27662,13549,13166,2024-10-04,202439
202302,2023,2,2022/2023,-1,nat,nat,2.94553,3.05773,67720,2214718,3737,12231,18061,,19912,9135,8381,2024-10-04,202439
202303,2023,3,2022/2023,-1,nat,nat,2.63811,2.70671,57770,2134322,3730,11720,16915,,15844,7000,6291,2024-10-04,202439
202304,2023,4,2022/2023,-1,nat,nat,2.62522,2.67225,58231,2179097,3716,12170,18680,,15618,6410,5353,2024-10-04,202439
202305,2023,5,2022/2023,-1,nat,nat,2.58477,2.68591,59326,2208786,3734,12686,19751,,15506,6113,5270,2024-10-04,202439
202306,2023,6,2022/2023,-1,nat,nat,2.59148,2.70465,62258,2301891,3735,13271,20964,,15921,6469,5633,2024-10-04,202439
202307,2023,7,2022/2023,-1,nat,nat,2.5701,2.6371,59665,2262519,3695,13127,19818,,15055,6263,5402,2024-10-04,202439
202308,2023,8,2022/2023,-1,nat,nat,2.52707,2.58651,57223,2212367,3719,13478,18410,,13880,6054,5401,2024-10-04,202439
202309,2023,9,2022/2023,-1,nat,nat,2.40469,2.44348,55682,2278801,3725,12693,18281,,13849,5769,5090,2024-10-04,202439
202310,2023,10,2022/2023,-1,nat,nat,2.3571,2.40445,54686,2274369,3722,12840,18388,,13379,5365,4714,2024-10-04,202439
202311,2023,11,2022/2023,-1,nat,nat,2.3545,2.43524,54263,2228243,3713,13086,17814,,13264,5298,4801,2024-10-04,202439
202312,2023,12,2022/2023,-1,nat,nat,2.31096,2.41343,55394,2295244,3665,13043,18685,,13685,5286,4695,2024-10-04,202439
202313,2023,13,2022/2023,-1,nat,nat,2.25771,2.34891,53342,2270922,3688,12413,18078,,13208,5005,4638,2024-10-04,202439
202314,2023,14,2022/2023,-1,nat,nat,2.12953,2.20628,48355,2191695,3680,11586,15673,,11976,4783,4337,2024-10-04,202439
202315,2023,15,2022/2023,-1,nat,nat,2.01047,2.0726,46725,2254413,3665,11151,14832,,11853,4552,4337,2024-10-04,202439
202316,2023,16,2022/2023,-1,nat,nat,1.90776,1.95437,44507,2277306,3680,9912,14788,,11388,4361,4058,2024-10-04,202439
202317,2023,17,2022/2023,-1,nat,nat,1.90393,1.97315,44802,2270577,3677,10041,15803,,11176,4133,3649,2024-10-04,202439
202318,2023,18,2022/2023,-1,nat,nat,1.93608,2.0174,45582,2259439,3652,10013,16115,,11224,4283,3947,2024-10-04,202439
202319,2023,19,2022/2023,-1,nat,nat,1.90846,1.99349,45769,2295923,3654,10187,16725,,11067,4072,3718,2024-10-04,202439
202320,2023,20,2022/2023,-1,nat,nat,1.88236,1.96616,43287,2201602,3653,9740,15517,,10697,3875,3458,2024-10-04,202439
202321,2023,21,2022/2023,-1,nat,nat,1.83328,1.91398,41516,2169098,3518,9389,14611,,10386,3640,3490,2024-10-04,202439
202322,2023,22,2022/2023,-1,nat,nat,1.83857,1.93826,41589,2145684,3601,9568,14220,,10413,3845,3543,2024-10-04,202439
202323,2023,23,2022/2023,-1,nat,nat,1.57748,1.69283,36939,2182091,3583,8309,11628,,9954,3622,3426,2024-10-04,202439
202324,2023,24,2022/2023,-1,nat,nat,1.48614,1.57462,33880,2151633,3589,7741,10223,,9289,3447,3180,2024-10-04,202439
202325,2023,25,2022/2023,-1,nat,nat,1.36472,1.44401,30889,2139112,3582,6998,8941,,8727,3236,2987,2024-10-04,202439
202326,2023,26,2022/2023,-1,nat,nat,1.27095,1.32385,28486,2151758,3539,6388,8012,,8130,3046,2910,2024-10-04,202439
202327,2023,27,2022/2023,-1,nat,nat,1.22553,1.29091,26648,2064286,3569,5944,7475,,7472,2940,2817,2024-10-04,202439
202328,2023,28,2022/2023,-1,nat,nat,1.15793,1.20177,25903,2155400,3542,5608,7043,,7567,2925,2760,2024-10-04,202439
202329,2023,29,2022/2023,-1,nat,nat,1.12685,1.19268,25802,2163359,3560,5718,6836,,7476,2931,2841,2024-10-04,202439
202330,2023,30,2022/2023,-1,nat,nat,1.16805,1.23085,26417,2146245,3551,5812,7046,,7475,3137,2947,2024-10-04,202439
202331,2023,31,2022/2023,-1,nat,nat,1.20299,1.26099,26896,2132922,3542,5678,6966,,7979,3273,3000,2024-10-04,202439
202332,2023,32,2022/2023,-1,nat,nat,1.27357,1.35931,29313,2156467,3521,5982,7764,,8642,3560,3365,2024-10-04,202439
202333,2023,33,2022/2023,-1,nat,nat,1.44821,1.53965,33663,2186399,3533,6688,9759,,9791,3784,3641,2024-10-04,202439
202334,2023,34,2022/2023,-1,nat,nat,1.70391,1.8262,40979,2243946,3524,8234,13151,,11256,4300,4038,2024-10-04,202439
202335,2023,35,2022/2023,-1,nat,nat,1.93305,1.97735,44411,2245988,3537,8980,14664,,11792,4630,4345,2024-10-04,202439
202336,2023,36,2022/2023,-1,nat,nat,2.00204,2.0246,44734,2209523,3538,9546,14159,,11819,4621,4589,2024-10-04,202439
202337,2023,37,2022/2023,-1,nat,nat,1.94047,1.99147,45287,2274050,3558,9485,14904,,11798,4699,4401,2024-10-04,202439
202338,2023,38,2022/2023,-1,nat,nat,2.03761,2.13438,48265,2261308,3558,10912,16162,,11970,4711,4510,2024-10-04,202439
202339,2023,39,2022/2023,-1,nat,nat,2.08992,2.17945,49269,2260617,3552,11376,16110,,12299,4934,4550,2024-10-04,202439
202340,2023,40,2023/2024,-1,nat,nat,2.27908,2.26141,56309,2489991,4103,13519,19001,,13441,5294,5054,2025-09-26,202538
202341,2023,41,2023/2024,-1,nat,nat,2.33755,2.31454,57503,2484429,4124,14419,18593,,13964,5431,5096,2025-09-26,202538
202342,2023,42,2023/2024,-1,nat,nat,2.52242,2.51633,62457,2482069,4105,15704,20290,,14454,5814,6195,2025-09-26,202538
202343,2023,43,2023/2024,-1,nat,nat,2.71275,2.68605,67774,2523186,4135,16986,22514,,15480,6082,6712,2025-09-26,202538
202344,2023,44,2023/2024,-1,nat,nat,2.94538,2.91431,72208,2477704,4126,17793,24797,,16585,6337,6696,2025-09-26,202538
202345,2023,45,2023/2024,-1,nat,nat,3.40957,3.32818,85458,2567706,4122,21464,29463,,19331,7439,7761,2025-09-26,202538
202346,2023,46,2023/2024,-1,nat,nat,3.6903,3.5748,90973,2544844,4129,22031,30863,,21568,8086,8425,2025-09-26,202538
202347,2023,47,2023/2024,-1,nat,nat,3.92958,3.79115,85522,2255831,4141,22396,25939,,20391,8378,8418,2025-09-26,202538
202348,2023,48,2023/2024,-1,nat,nat,4.03334,3.96202,103664,2616442,4111,22638,30346,,28337,11136,11207,2025-09-26,202538
202349,2023,49,2023/2024,-1,nat,nat,4.38382,4.35865,114169,2619366,4073,23367,38203,,29030,12200,11369,2025-09-26,202538
202350,2023,50,2023/2024,-1,nat,nat,5.18426,5.21105,136079,2611355,4093,26102,48365,,35036,14003,12573,2025-09-26,202538
202351,2023,51,2023/2024,-1,nat,nat,6.23157,6.31482,163310,2586137,4062,29797,53504,,45268,18114,16627,2025-09-26,202538
202352,2023,52,2023/2024,-1,nat,nat,6.7962,6.90944,166197,2405363,4043,31368,41682,,49904,21635,21608,2025-09-26,202538
202401,2024,1,2023/2024,-1,nat,nat,5.71536,5.76408,143950,2497365,4078,24691,32324,,47024,20529,19382,2025-09-26,202538
202402,2024,2,2023/2024,-1,nat,nat,4.66576,4.7532,118061,2483819,4064,18090,31314,,36949,16352,15356,2025-09-26,202538
202403,2024,3,2023/2024,-1,nat,nat,4.32446,4.35295,100111,2299842,4084,16160,29171,,30578,12643,11559,2025-09-26,202538
202404,2024,4,2023/2024,-1,nat,nat,4.22972,4.22481,105578,2498999,4110,16238,34392,,31797,12498,10653,2025-09-26,202538
202405,2024,5,2023/2024,-1,nat,nat,4.42065,4.27996,107946,2522125,4093,17275,38578,,30429,11603,10061,2025-09-26,202538
202406,2024,6,2023/2024,-1,nat,nat,4.45705,4.40158,112984,2566895,4095,17971,41796,,31617,11550,10050,2025-09-26,202538
202407,2024,7,2023/2024,-1,nat,nat,4.35511,4.33696,108413,2499747,4088,17414,39008,,30780,11242,9969,2025-09-26,202538
202408,2024,8,2023/2024,-1,nat,nat,4.33545,4.32386,107398,2483847,4073,17611,37089,,31223,11309,10166,2025-09-26,202538
202409,2024,9,2023/2024,-1,nat,nat,4.0587,4.09674,104700,2555691,4058,17307,35950,,30505,11037,9901,2025-09-26,202538
202410,2024,10,2023/2024,-1,nat,nat,3.72797,3.74694,94776,2529424,4077,16504,33084,,26658,9708,8822,2025-09-26,202538
202411,2024,11,2023/2024,-1,nat,nat,3.39722,3.40146,84989,2498605,4022,15886,29174,,23711,8472,7746,2025-09-26,202538
202412,2024,12,2023/2024,-1,nat,nat,3.08528,3.15473,78492,2488074,4069,15075,26537,,21956,7812,7112,2025-09-26,202538
202413,2024,13,2023/2024,-1,nat,nat,2.97703,3.03883,73783,2428005,4060,14416,23569,,21208,7490,7100,2025-09-26,202538
202414,2024,14,2023/2024,-1,nat,nat,2.76586,2.83202,68552,2420608,4049,13933,20521,,20152,7159,6787,2025-09-26,202538
202415,2024,15,2023/2024,-1,nat,nat,2.53824,2.59248,64523,2488849,4064,13273,19776,,18246,6845,6383,2025-09-26,202538
202416,2024,16,2023/2024,-1,nat,nat,2.24747,2.29479,57547,2507721,4046,11850,18343,,15637,5942,5775,2025-09-26,202538
202417,2024,17,2023/2024,-1,nat,nat,2.19144,2.24787,55418,2465351,4020,11393,18200,,14892,5642,5291,2025-09-26,202538
202418,2024,18,2023/2024,-1,nat,nat,2.09931,2.14622,53521,2493729,3976,11132,17618,,14266,5364,5141,2025-09-26,202538
202419,2024,19,2023/2024,-1,nat,nat,2.00488,2.04206,50413,2468736,4018,10360,16453,,13410,5172,5018,2025-09-26,202538
202420,2024,20,2023/2024,-1,nat,nat,1.97657,2.03606,49410,2426743,3967,10406,15797,,13165,5051,4991,2025-09-26,202538
202421,2024,21,2023/2024,-1,nat,nat,1.90707,1.95861,47573,2428922,3921,9846,14632,,12852,5281,4962,2025-09-26,202538
202422,2024,22,2023/2024,-1,nat,nat,1.87651,1.92202,44745,2328017,3907,9662,13377,,11925,4833,4948,2025-09-26,202538
202423,2024,23,2023/2024,-1,nat,nat,1.66065,1.72659,41225,2387650,3886,8272,11482,,11763,4803,4905,2025-09-26,202538
202424,2024,24,2023/2024,-1,nat,nat,1.58178,1.60594,37749,2350585,3883,7428,10240,,10852,4591,4638,2025-09-26,202538
202425,2024,25,2023/2024,-1,nat,nat,1.49244,1.54276,35810,2321170,3881,6737,9063,,10989,4334,4687,2025-09-26,202538
202426,2024,26,2023/2024,-1,nat,nat,1.4663,1.49763,35224,2351985,3823,6270,9104,,10632,4530,4688,2025-09-26,202538
202427,2024,27,2023/2024,-1,nat,nat,1.37639,1.44721,32130,2220134,3865,5818,8091,,9483,4037,4701,2025-09-26,202538
202428,2024,28,2023/2024,-1,nat,nat,1.45548,1.44812,35017,2418108,3852,6105,8834,,10810,4636,4632,2025-09-26,202538
202429,2024,29,2023/2024,-1,nat,nat,1.45233,1.43633,33357,2322374,3798,5708,8308,,10232,4481,4628,2025-09-26,202538
202430,2024,30,2023/2024,-1,nat,nat,1.52211,1.50432,34816,2314401,3879,6025,8686,,10737,4552,4816,2025-09-26,202538
202431,2024,31,2023/2024,-1,nat,nat,1.53543,1.4951,35019,2342255,3889,6014,8946,,10829,4451,4779,2025-09-26,202538
202432,2024,32,2023/2024,-1,nat,nat,1.53984,1.50508,35085,2331105,3878,6283,9107,,10776,4309,4610,2025-09-26,202538
202433,2024,33,2023/2024,-1,nat,nat,1.56577,1.56538,37049,2366776,3888,6611,10514,,10927,4425,4572,2025-09-26,202538
202434,2024,34,2023/2024,-1,nat,nat,1.76988,1.76294,41839,2373251,3890,7612,13436,,11679,4542,4570,2025-09-26,202538
202435,2024,35,2023/2024,-1,nat,nat,1.93414,1.88944,45676,2417432,3890,8436,15731,,12221,4555,4733,2025-09-26,202538
202436,2024,36,2023/2024,-1,nat,nat,1.9202,1.90808,44740,2344763,3898,8653,14746,,12074,4689,4578,2025-09-26,202538
202437,2024,37,2023/2024,-1,nat,nat,1.95528,1.90654,46654,2447051,3844,8863,15823,,12549,4677,4742,2025-09-26,202538
202438,2024,38,2023/2024,-1,nat,nat,1.95303,1.94807,48504,2489845,3902,9493,17190,,12319,4737,4765,2025-09-26,202538
202439,2024,39,2023/2024,-1,nat,nat,1.93495,1.93698,46846,2418511,3877,9467,16115,,12155,4627,4482,2025-09-26,202538
202440,2024,40,2024/2025,-1,nat,nat,1.90515,1.84854,49676,2687308,4252,10165,17720,,12448,4647,4696,2025-09-26,202538
202441,2024,41,2024/2025,-1,nat,nat,2.02014,1.94416,51656,2656989,4271,10726,18612,,12821,4827,4670,2025-09-26,202538
202442,2024,42,2024/2025,-1,nat,nat,2.07037,2.00964,53461,2660225,4267,11015,19379,,13399,4897,4771,2025-09-26,202538
202443,2024,43,2024/2025,-1,nat,nat,2.22044,2.15518,59814,2775354,4269,12585,22748,,14378,5110,4993,2025-09-26,202538
202444,2024,44,2024/2025,-1,nat,nat,2.31725,2.23339,61076,2734678,4211,13397,22160,,15153,5330,5036,2025-09-26,202538
202445,2024,45,2024/2025,-1,nat,nat,2.4719,2.38624,65983,2765142,4258,15050,23541,,16209,5788,5395,2025-09-26,202538
